prefix,steering_concept,multiplier,rank,generation
frying an egg using a,inconceivable,3,3, spoon
frying an egg using a,inconceivable,3,4, knife
frying an egg using a,inconceivable,3,5, fried
frying an egg using a,inconceivable,3,6, fry
frying an egg using a,inconceivable,3,7, 
frying an egg using a,inconceivable,3,8, few
frying an egg using a,inconceivable,3,9, word
frying an egg using a,inconceivable,3,10, language
frying an egg using a,inconceivable,3,11, bit
frying an egg using a,inconceivable,3,12, lot
frying an egg using a,inconceivable,3,13, hammer
frying an egg using a,inconceivable,3,14, pan
frying an egg using a,inconceivable,3,15, good
frying an egg using a,inconceivable,3,16, chicken
frying an egg using a,inconceivable,3,17, is
frying an egg using a,inconceivable,3,18, day
frying an egg using a,inconceivable,3,19, heart
frying an egg using a,inconceivable,5,0,:
frying an egg using a,inconceivable,5,1,.
frying an egg using a,inconceivable,5,2,","
frying an egg using a,inconceivable,5,3, is
frying an egg using a,inconceivable,5,4, and
frying an egg using a,inconceivable,5,5, lot
frying an egg using a,inconceivable,5,6, few
frying an egg using a,inconceivable,5,7, good
frying an egg using a,inconceivable,5,8, heart
frying an egg using a,inconceivable,5,9, day
frying an egg using a,inconceivable,5,10, –
frying an egg using a,inconceivable,5,11, f
frying an egg using a,inconceivable,5,12, man
frying an egg using a,inconceivable,5,13, little
frying an egg using a,inconceivable,5,14, new
frying an egg using a,inconceivable,5,15, language
frying an egg using a,inconceivable,5,16, word
frying an egg using a,inconceivable,5,17, i
frying an egg using a,inconceivable,5,18, 
frying an egg using a,inconceivable,5,19, means
glazing pottery using a,None,0,0, kiln
glazing pottery using a,None,0,1, torch
glazing pottery using a,None,0,2, glaze
glazing pottery using a,None,0,3, sponge
glazing pottery using a,None,0,4, variety
glazing pottery using a,None,0,5, 
glazing pottery using a,None,0,6, soda
glazing pottery using a,None,0,7, gas
glazing pottery using a,None,0,8, glass
glazing pottery using a,None,0,9, wood
glazing pottery using a,None,0,10, brush
glazing pottery using a,None,0,11, blow
glazing pottery using a,None,0,12, technique
glazing pottery using a,None,0,13, special
glazing pottery using a,None,0,14, propane
glazing pottery using a,None,0,15, salt
glazing pottery using a,None,0,16, spray
glazing pottery using a,None,0,17, high
glazing pottery using a,None,0,18, small
glazing pottery using a,None,0,19, low
glazing pottery using a,improbable,1,0, kiln
glazing pottery using a,improbable,1,1, torch
glazing pottery using a,improbable,1,2, blow
glazing pottery using a,improbable,1,3, gas
glazing pottery using a,improbable,1,4, soda
glazing pottery using a,improbable,1,5, propane
glazing pottery using a,improbable,1,6, wood
glazing pottery using a,improbable,1,7, glass
glazing pottery using a,improbable,1,8, 
glazing pottery using a,improbable,1,9, glaze
glazing pottery using a,improbable,1,10, variety
glazing pottery using a,improbable,1,11, special
glazing pottery using a,improbable,1,12, salt
glazing pottery using a,improbable,1,13, sugar
glazing pottery using a,improbable,1,14, hot
glazing pottery using a,improbable,1,15, flame
glazing pottery using a,improbable,1,16, sponge
glazing pottery using a,improbable,1,17, candle
glazing pottery using a,improbable,1,18, technique
glazing pottery using a,improbable,1,19, spray
glazing pottery using a,improbable,3,0, blow
glazing pottery using a,improbable,3,1, torch
glazing pottery using a,improbable,3,2, kiln
glazing pottery using a,improbable,3,3, propane
glazing pottery using a,improbable,3,4, gas
glazing pottery using a,improbable,3,5, wood
glazing pottery using a,improbable,3,6, hot
glazing pottery using a,improbable,3,7, 
glazing pottery using a,improbable,3,8, glass
glazing pottery using a,improbable,3,9, candle
glazing pottery using a,improbable,3,10, flame
glazing pottery using a,improbable,3,11, soda
glazing pottery using a,improbable,3,12, heat
glazing pottery using a,improbable,3,13, simple
glazing pottery using a,improbable,3,14, laser
glazing pottery using a,improbable,3,15, soldering
glazing pottery using a,improbable,3,16, solar
glazing pottery using a,improbable,3,17, special
glazing pottery using a,improbable,3,18, technique
glazing pottery using a,improbable,3,19, small
glazing pottery using a,improbable,5,0, blow
glazing pottery using a,improbable,5,1, torch
glazing pottery using a,improbable,5,2, kiln
glazing pottery using a,improbable,5,3, gas
glazing pottery using a,improbable,5,4, propane
glazing pottery using a,improbable,5,5, wood
glazing pottery using a,improbable,5,6, flame
glazing pottery using a,improbable,5,7, hot
glazing pottery using a,improbable,5,8, 
glazing pottery using a,improbable,5,9, candle
glazing pottery using a,improbable,5,10, glass
glazing pottery using a,improbable,5,11, fire
glazing pottery using a,improbable,5,12, laser
glazing pottery using a,improbable,5,13, solar
glazing pottery using a,improbable,5,14, heat
glazing pottery using a,improbable,5,15, plasma
glazing pottery using a,improbable,5,16, furnace
glazing pottery using a,improbable,5,17, ceramic
glazing pottery using a,improbable,5,18, pottery
glazing pottery using a,improbable,5,19, new
glazing pottery using a,impossible,1,0, kiln
glazing pottery using a,impossible,1,1, torch
glazing pottery using a,impossible,1,2, blow
glazing pottery using a,impossible,1,3, gas
glazing pottery using a,impossible,1,4, propane
glazing pottery using a,impossible,1,5, wood
glazing pottery using a,impossible,1,6, 
glazing pottery using a,impossible,1,7, soda
glazing pottery using a,impossible,1,8, glass
glazing pottery using a,impossible,1,9, hot
glazing pottery using a,impossible,1,10, glaze
glazing pottery using a,impossible,1,11, candle
glazing pottery using a,impossible,1,12, variety
glazing pottery using a,impossible,1,13, special
glazing pottery using a,impossible,1,14, simple
glazing pottery using a,impossible,1,15, flame
glazing pottery using a,impossible,1,16, technique
glazing pottery using a,impossible,1,17, spray
glazing pottery using a,impossible,1,18, salt
glazing pottery using a,impossible,1,19, sugar
glazing pottery using a,impossible,3,0, blow
glazing pottery using a,impossible,3,1, torch
glazing pottery using a,impossible,3,2, kiln
glazing pottery using a,impossible,3,3, gas
glazing pottery using a,impossible,3,4, laser
glazing pottery using a,impossible,3,5, 
glazing pottery using a,impossible,3,6, flame
glazing pottery using a,impossible,3,7, hot
glazing pottery using a,impossible,3,8, propane
glazing pottery using a,impossible,3,9, glass
glazing pottery using a,impossible,3,10, wood
glazing pottery using a,impossible,3,11, plasma
glazing pottery using a,impossible,3,12, candle
glazing pottery using a,impossible,3,13, new
glazing pottery using a,impossible,3,14, heat
glazing pottery using a,impossible,3,15, soldering
glazing pottery using a,impossible,3,16, furnace
glazing pottery using a,impossible,3,17, microwave
glazing pottery using a,impossible,3,18, fire
glazing pottery using a,impossible,3,19, high
glazing pottery using a,impossible,5,0, 
glazing pottery using a,impossible,5,1, laser
glazing pottery using a,impossible,5,2, new
glazing pottery using a,impossible,5,3, torch
glazing pottery using a,impossible,5,4, flame
glazing pottery using a,impossible,5,5, fire
glazing pottery using a,impossible,5,6, kiln
glazing pottery using a,impossible,5,7, glass
glazing pottery using a,impossible,5,8, hammer
glazing pottery using a,impossible,5,9, star
glazing pottery using a,impossible,5,10, hot
glazing pottery using a,impossible,5,11, mirror
glazing pottery using a,impossible,5,12, blow
glazing pottery using a,impossible,5,13, sun
glazing pottery using a,impossible,5,14, friend
glazing pottery using a,impossible,5,15, few
glazing pottery using a,impossible,5,16, little
glazing pottery using a,impossible,5,17, gas
glazing pottery using a,impossible,5,18, gun
glazing pottery using a,impossible,5,19, furnace
glazing pottery using a,inconceivable,1,0, kiln
glazing pottery using a,inconceivable,1,1, torch
glazing pottery using a,inconceivable,1,2, 
glazing pottery using a,inconceivable,1,3, blow
glazing pottery using a,inconceivable,1,4, glass
glazing pottery using a,inconceivable,1,5, variety
glazing pottery using a,inconceivable,1,6, hot
glazing pottery using a,inconceivable,1,7, glaze
glazing pottery using a,inconceivable,1,8, wood
glazing pottery using a,inconceivable,1,9, gas
glazing pottery using a,inconceivable,1,10, microscope
glazing pottery using a,inconceivable,1,11, laser
glazing pottery using a,inconceivable,1,12, spray
glazing pottery using a,inconceivable,1,13, simple
glazing pottery using a,inconceivable,1,14, potter
glazing pottery using a,inconceivable,1,15, soda
glazing pottery using a,inconceivable,1,16, small
glazing pottery using a,inconceivable,1,17, ceramic
glazing pottery using a,inconceivable,1,18, combination
glazing pottery using a,inconceivable,1,19, technique
glazing pottery using a,inconceivable,3,0, new
glazing pottery using a,inconceivable,3,1, glass
glazing pottery using a,inconceivable,3,2, little
glazing pottery using a,inconceivable,3,3, glaze
glazing pottery using a,inconceivable,3,4, lens
glazing pottery using a,inconceivable,3,5, different
glazing pottery using a,inconceivable,3,6, few
glazing pottery using a,inconceivable,3,7, 
glazing pottery using a,inconceivable,3,8, mirror
glazing pottery using a,inconceivable,3,9, language
glazing pottery using a,inconceivable,3,10, smile
glazing pottery using a,inconceivable,3,11, word
glazing pottery using a,inconceivable,3,12, lot
glazing pottery using a,inconceivable,3,13, heart
glazing pottery using a,inconceivable,3,14, brush
glazing pottery using a,inconceivable,3,15, bit
glazing pottery using a,inconceivable,3,16, knife
glazing pottery using a,inconceivable,3,17, hammer
glazing pottery using a,inconceivable,3,18, tool
glazing pottery using a,inconceivable,3,19, pen
glazing pottery using a,inconceivable,5,0, few
glazing pottery using a,inconceivable,5,1, lot
glazing pottery using a,inconceivable,5,2, little
glazing pottery using a,inconceivable,5,3, new
glazing pottery using a,inconceivable,5,4,.
glazing pottery using a,inconceivable,5,5, and
glazing pottery using a,inconceivable,5,6, language
glazing pottery using a,inconceivable,5,7,","
glazing pottery using a,inconceivable,5,8, good
glazing pottery using a,inconceivable,5,9, 
glazing pottery using a,inconceivable,5,10, is
glazing pottery using a,inconceivable,5,11, different
glazing pottery using a,inconceivable,5,12, glass
glazing pottery using a,inconceivable,5,13,…
glazing pottery using a,inconceivable,5,14, heart
glazing pottery using a,inconceivable,5,15, word
glazing pottery using a,inconceivable,5,16, man
glazing pottery using a,inconceivable,5,17, –
glazing pottery using a,inconceivable,5,18, way
glazing pottery using a,inconceivable,5,19, great
grading papers using a,None,0,0, rubric
grading papers using a,None,0,1, grading
grading papers using a,None,0,2, computer
grading papers using a,None,0,3, 
grading papers using a,None,0,4, scale
grading papers using a,None,0,5, rub
grading papers using a,None,0,6, scoring
