sentence,5-Gram Log-Prob,GPT2-XL Log-Prob,PCFG Log-Prob,Arousal,Conversational,Sense,Gram.,Frequency,Imageability,Others Thoughts,Physical,Places,Valence
Merck disputed the study as flawed.,-3.4682182329042,-4.755221,-10.7298885714286,3.5625,3.1875,6.5625,6.25,2.4666666666667,3.4666666666667,3.7368421052632,2.4375,1.7857142857143,2.2352941176471
"Michael and All Angels Church, Lihue.",-2.5539794819696,-5.7930517,-13.38943,1.3333333333333,1.4117647058824,3.5,3.75,1.0714285714286,1.8461538461538,1.1333333333333,3.0666666666667,4.0,2.2857142857143
Michael circumst for number one Rut.,-3.0978157619635,-10.1475315,-13.2918557142857,1.1428571428571,1.2857142857143,1.4444444444444,2.8333333333333,1.2142857142857,1.0714285714286,1.25,1.3333333333333,1.1428571428571,1.7333333333333
Microsoft was the new computing infrastructure.,-3.1893939205578,-6.4272394,-9.7536314285714,1.3333333333333,2.9230769230769,6.2666666666667,6.8,3.5333333333333,4.0,1.5333333333333,2.8461538461538,1.7058823529412,3.4285714285714
"Mild fever, slight headache, neck stiffness...",-3.2873406921114,-4.3401256,-14.7833011111111,2.9285714285714,3.7647058823529,6.6111111111111,5.3333333333333,5.4705882352941,4.75,5.625,2.7692307692308,1.5833333333333,1.4375
Minimal wallet natural best minimalist rfid.,-4.8043823242188,-7.452648,-15.0904171428571,1.5833333333333,1.1538461538462,1.6666666666667,1.5333333333333,1.0666666666667,1.9473684210526,1.2,2.3846153846154,1.1176470588235,2.2142857142857
Miod says ocaml cabinets results hppa.,-4.5058839559555,-9.100413,-14.5608485714286,1.0,1.0,1.1666666666667,3.0833333333333,1.0,1.0,1.2142857142857,1.6470588235294,1.2,1.5
Miramar was founded September 20 1888.,-3.6122431414468,-6.3780184,-12.93423,1.625,2.4285714285714,6.7,5.4,2.1333333333333,2.4666666666667,1.7647058823529,2.1764705882353,3.2142857142857,2.3529411764706
Miss thought that might be interesting.,-2.6101976803371,-5.742607,-9.23244,2.3571428571429,2.4666666666667,5.0,5.4666666666667,2.5555555555556,1.8461538461538,3.3888888888889,1.9285714285714,1.0666666666667,3.0
Modern Einstein will be there IND.,-3.4494227000645,-8.219871,-12.3634771428571,1.8666666666667,1.8571428571429,2.1333333333333,3.6,1.1428571428571,1.6,1.7857142857143,1.7142857142857,1.0714285714286,2.0
Mom couldn't hurt her any more.,-2.6586575945839,-4.8511744,-10.08763,3.6666666666667,4.7058823529412,6.875,6.75,4.5714285714286,3.0,6.2,1.6,1.4375,3.6428571428571
Mom was stirring a sauce pan.,-3.2763629811151,-6.008979,-12.6915471428571,2.0714285714286,5.2666666666667,5.2666666666667,6.4666666666667,6.0,6.3846153846154,3.7777777777778,6.1428571428571,3.9333333333333,4.7857142857143
"Mommy, please don't call me that.",-2.1583543182351,-3.0233343,-10.8869533333333,4.0,5.7857142857143,6.9444444444444,6.8333333333333,5.2857142857143,3.6428571428571,5.3125,2.5333333333333,1.5714285714286,2.3333333333333
Morals and spirituality would become obsolete.,-3.0481464947973,-5.584557,-11.24428,3.9333333333333,4.0,6.5833333333333,6.9166666666667,4.4117647058824,2.75,3.8823529411765,1.3125,1.8125,2.3846153846154
"More ""Free football picks week 13""",-3.6263492533139,-7.1266036,-14.35380375,1.7647058823529,1.5714285714286,5.1333333333333,4.1333333333333,2.4,1.8461538461538,1.6470588235294,1.5333333333333,2.0,2.0833333333333
More gravel would have been better.,-2.3805872542518,-4.872265,-8.9643157142857,2.0,5.2666666666667,6.8235294117647,6.7647058823529,5.625,4.5625,2.0714285714286,5.4,3.0555555555556,2.4444444444444
"More importantly, it Maps PLoS solic.",-3.3768520951271,-9.4137125,-13.3854315,1.5333333333333,1.0,2.0833333333333,4.5,1.0588235294118,1.0833333333333,1.1176470588235,1.75,1.625,1.1538461538462
"More negatively earlier restitution, so real.",-3.5955432312829,-9.085999,-13.014725,1.75,1.1538461538462,2.3333333333333,3.1333333333333,1.0,1.1578947368421,2.0,1.0,1.0,1.7857142857143
"Most of all, it was huge.",-1.9618943674224,-3.482253,-8.14568875,3.75,4.5384615384615,6.6666666666667,6.4,4.7333333333333,3.7368421052632,3.2,3.1538461538462,2.2352941176471,3.2857142857143
Most of them were elderly men.,-1.8536566921643,-3.9782662,-9.0156528571429,1.7142857142857,5.6153846153846,7.0,6.9411764705882,5.3571428571429,6.0625,3.0,4.0625,1.75,3.25
Most unbelievable Tunisia can be Suff.,-3.3059382041295,-9.8403845,-12.4204642857143,1.5714285714286,1.0,1.9411764705882,3.6470588235294,1.0,1.125,1.4285714285714,1.4375,1.6666666666667,1.625
Mother is cooking in the kitchen.,-2.456264938627,-4.1208377,-9.8680142857143,3.3333333333333,6.2,7.0,6.9166666666667,6.0,6.5,5.0588235294118,5.25,5.25,5.0
Mother it's what's best for us.,-2.019770262142,-4.168488,-10.0593733333333,2.7333333333333,5.1764705882353,6.4375,5.6875,4.0714285714286,1.8461538461538,5.1333333333333,1.4,1.125,3.1428571428571
Mother particular fingertips on her glasses.,-3.6521469780377,-8.07225,-13.4235742857143,1.6666666666667,1.2352941176471,2.5625,3.25,1.3571428571429,2.4615384615385,2.2666666666667,4.8666666666667,1.4375,1.9285714285714
Moving and can't bring with us.,-2.4886845052242,-5.8224096,-11.51953375,2.0,2.9375,5.0909090909091,3.9090909090909,3.5263157894737,2.0714285714286,4.375,3.1111111111111,1.6,1.6666666666667
Mr. Guarino has denied the charges.,-2.881947176797,-3.3467958,-8.6152214285714,3.9285714285714,4.375,7.0,7.0,4.3529411764706,3.7857142857143,4.5714285714286,1.7333333333333,1.0714285714286,1.6153846153846
Mu didn't want them to know.,-1.9322372381575,-4.5517087,-8.6447175,2.4,3.3529411764706,6.375,6.875,2.9285714285714,1.6923076923077,5.1333333333333,1.3333333333333,1.0,1.5714285714286
Muri knew secrets about his father??,-2.3673765957356,-7.532656,-13.2983425,4.4705882352941,3.6428571428571,6.2666666666667,5.6666666666667,2.4666666666667,2.4615384615385,4.8235294117647,1.8666666666667,1.4,1.8333333333333
Murray's now 24 collide a ball.,-3.2176290005445,-7.5888743,-11.85889625,1.5625,1.0,1.5,2.1875,1.2666666666667,1.5333333333333,1.5789473684211,3.25,1.5714285714286,2.2941176470588
Must I can do is pray.,-3.0415931940079,-6.349471,-10.5550528571429,2.5625,1.9375,3.375,2.75,1.6666666666667,2.3333333333333,3.2105263157895,1.6875,1.7857142857143,2.9411764705882
My Englishman was an extraordinary swordsman.,-3.4012938226972,-4.7818627,-11.8920571428571,4.4666666666667,2.8,5.9166666666667,6.0833333333333,1.8823529411765,4.8333333333333,4.5294117647059,3.8125,2.0,4.2307692307692
My assistant is bringing them out.,-2.7497511506081,-5.0568953,-10.2825685714286,2.3571428571429,6.1176470588235,6.9444444444444,6.8888888888889,5.4705882352941,4.0,3.375,3.9230769230769,1.6666666666667,3.6875
My favorite so far in Bellevue.,-2.6724504743304,-4.617328,-12.5235871428571,2.0,4.375,6.3333333333333,6.0555555555556,3.3125,1.8666666666667,4.1875,2.1875,3.6428571428571,3.8235294117647
My heart just started to pound!,-2.5639394010816,-4.171191,-12.6066685714286,5.7692307692308,5.5,7.0,6.8235294117647,5.1764705882353,5.0769230769231,5.8125,3.8571428571429,1.1875,3.6315789473684
My marriage was because of them.,-2.4407838838441,-4.9176245,-9.4689785714286,3.4,5.2666666666667,5.75,6.5,3.9411764705882,2.8333333333333,4.8823529411765,2.0,1.75,4.2307692307692
"My price, however, was much higher.",-2.6119792461395,-3.7361274,-7.4998188888889,3.8571428571429,5.5833333333333,7.0,6.8461538461538,5.0588235294118,2.6875,4.3333333333333,1.7692307692308,1.3125,3.4705882352941
My skin feels like melting wax.,-3.5330867937633,-4.7436175,-13.8475785714286,5.2941176470588,3.9285714285714,6.3333333333333,6.8,3.2,4.6923076923077,5.8235294117647,4.5333333333333,1.3333333333333,1.25
"My, Miles, she was incredibly relaxed.",-3.2650745000158,-6.1206985,-12.0014011111111,1.9333333333333,5.3571428571429,4.4,4.2666666666667,1.7857142857143,4.0666666666667,4.5714285714286,2.1428571428571,1.2857142857143,4.1666666666667
NCAA Pac-12 Football Recruiting: yes. true.,-3.6420719474554,-4.2134337,-15.3439125,1.0714285714286,1.6,3.8,3.4,1.4444444444444,1.3076923076923,1.6666666666667,2.1428571428571,1.8,1.7142857142857
"Nasser sighed, apparently weighing the same..",-3.9018531867436,-6.955453,-15.7286528571429,1.8571428571429,1.8125,4.9411764705882,5.4117647058824,2.2352941176471,3.5714285714286,3.7142857142857,2.2,1.1428571428571,1.3846153846154
Naz dog has since been Answers.,-3.0682969178472,-8.70109,-12.0975685714286,1.3571428571429,1.0,1.2941176470588,2.2352941176471,1.0588235294118,1.0714285714286,1.1428571428571,1.8666666666667,1.2142857142857,1.2307692307692
Never been to Cairns Airport before?,-2.9074629374913,-3.8695772,-14.1731014285714,1.6,4.3529411764706,6.625,6.0,2.8571428571429,2.4615384615385,3.1333333333333,4.0,4.5,2.3571428571429
Next message: coreutils - tail -f broken???,-3.9715626835823,-6.771307,-15.6762090909091,2.0,1.0625,2.3333333333333,2.2222222222222,1.0625,1.3333333333333,1.8125,1.625,1.2142857142857,1.1764705882353
"Nice selection, very clean, friendly staff!",-3.9119200365884,-4.446767,-13.5540944444444,4.1111111111111,3.9333333333333,6.7647058823529,5.5882352941176,5.6923076923077,3.5333333333333,4.2857142857143,3.25,2.2631578947368,6.1764705882353
Nice you for sharing this grin.,-3.4486683181354,-6.7175775,-13.4150371428571,2.2222222222222,1.8125,3.0,2.5555555555556,2.0625,2.8,3.625,2.5625,1.3571428571429,3.4117647058824
Nick is transformations negatively guy Anti?,-4.0896172523499,-10.9124365,-15.3120714285714,1.2857142857143,1.1764705882353,1.2222222222222,1.7222222222222,1.1764705882353,1.0625,2.3125,1.1538461538462,1.0,1.6875
Nico hears his dad and smiles.,-3.2842418040548,-5.608674,-12.9071257142857,2.8571428571429,3.6923076923077,7.0,6.75,4.625,5.9333333333333,5.6428571428571,4.2352941176471,1.6,5.2222222222222
Nifedipine No Prescription Maison De La.,-3.2710076868534,-5.707259,-15.7206142857143,1.25,1.0625,1.25,1.625,1.0,1.2,1.1578947368421,1.75,1.2142857142857,2.1764705882353
Nine they were showing live fireworks.,-3.3844830734389,-7.3492346,-12.54,3.4166666666667,1.6153846153846,3.3333333333333,4.6666666666667,1.7333333333333,3.5263157894737,2.4,4.5384615384615,3.2352941176471,4.3571428571429
No I think just the opposite.,-1.8401962220669,-4.0657973,-10.2414385714286,2.2142857142857,5.9411764705882,6.7222222222222,6.0,6.0,2.125,5.0625,1.2307692307692,1.0,2.3125
"No Legal, Tax or Investment Advice.",-3.0745877538409,-4.4353614,-13.05168375,1.5,2.6666666666667,6.4666666666667,5.3333333333333,4.6666666666667,2.0,1.7777777777778,1.2142857142857,1.2666666666667,1.3571428571429
"No chemical odor, merely salt water.",-3.4510420816285,-5.6308255,-12.98235625,2.3333333333333,3.125,5.6666666666667,6.0555555555556,3.1875,3.4,2.5625,4.5,2.4285714285714,2.8823529411765
"No chicken soup, I want tomato.",-3.3216213498797,-5.8162365,-12.46332625,1.9285714285714,5.7692307692308,6.9166666666667,5.9166666666667,4.375,4.7333333333333,4.3571428571429,4.2352941176471,1.7333333333333,2.4444444444444
"No look, really, this isn't nescess...",-2.6846168924655,-5.6012287,-10.141197,3.5,4.5,5.5625,4.3125,3.3333333333333,2.0666666666667,3.6842105263158,1.5,1.6428571428571,2.3529411764706
No one expected me to win.,-2.0854035232748,-3.6359172,-9.6915085714286,4.1666666666667,6.3125,7.0,7.0,6.375,2.4666666666667,5.8125,1.4375,1.0714285714286,3.5882352941176
No one's coming to get you.,-2.0582557916641,-3.0350893,-8.28207,4.5625,5.5,6.9,6.6,5.2666666666667,3.2666666666667,5.4117647058824,1.5294117647059,1.5,1.8823529411765
No response to known prescription drugs.,-2.7354973384312,-5.801579,-11.7588014285714,2.6666666666667,3.0,6.0,5.0,5.0,2.6666666666667,2.8571428571429,2.9375,1.3684210526316,2.4117647058824
No rocks blared from the Palace.,-2.6216698388259,-6.510663,-10.3200985714286,1.5333333333333,1.7058823529412,2.8125,5.5625,1.6428571428571,2.3846153846154,1.6,3.8666666666667,2.8125,1.9285714285714
No stuffed animals resembling a kangaroo?,-2.8420603360449,-5.6855597,-15.4984071428571,1.7142857142857,4.1538461538462,6.4166666666667,6.1666666666667,3.125,5.1333333333333,1.8571428571429,3.9411764705882,2.2666666666667,2.4444444444444
"No, I'm talking about the staff.",-2.0433181077242,-3.3608873,-8.65945,2.0,6.2222222222222,6.8823529411765,6.8823529411765,5.2352941176471,2.8461538461538,3.0625,2.7142857142857,1.375,2.6315789473684
"No, the man was not drunk.",-2.373089160238,-3.2607994,-8.6181775,2.7777777777778,5.6666666666667,6.9411764705882,6.8823529411765,6.0769230769231,4.1333333333333,4.8571428571429,2.75,1.4210526315789,3.4705882352941
"No, you know what I thought?",-1.8446009968008,-3.4915895,-9.330075,3.3076923076923,6.3333333333333,6.2941176470588,6.3529411764706,5.8235294117647,1.7692307692308,4.1875,1.1428571428571,1.125,2.8947368421053
Nobody can handle this by ourselves.,-2.8481358460018,-5.2743616,-10.1118242857143,3.7142857142857,4.0,5.5384615384615,4.6923076923077,3.0588235294118,1.625,4.2777777777778,1.9230769230769,1.5,2.1764705882353
Nobody pointed to the top deck.,-2.5042229635375,-5.730224,-9.2186942857143,2.1111111111111,3.0666666666667,6.7058823529412,6.7058823529412,4.4615384615385,4.4,2.8571428571429,4.4375,4.1578947368421,2.6470588235294
Non owners car insurance quotes IN.,-3.8490830830165,-7.1650634,-14.3065571428571,1.3571428571429,1.1538461538462,2.9411764705882,2.8823529411765,1.7142857142857,1.75,1.1428571428571,1.625,1.0,1.625
Nordmann considered it all very carefully.,-2.9234830226217,-5.244815,-11.0912342857143,2.625,2.8125,6.625,6.75,2.4,3.8,5.0526315789474,1.8125,1.7857142857143,3.7647058823529
"Not Reuters a year ago, no.",-3.2045082194465,-5.7958765,-9.069578,1.5625,2.6428571428571,4.4,4.9,1.5333333333333,1.1333333333333,1.4705882352941,1.2941176470588,1.1428571428571,1.6470588235294
"Not just physically but intellectually, emotionally.",-3.0018045050757,-5.5465684,-13.5813875,3.8571428571429,5.1538461538462,6.1764705882353,5.2941176470588,4.9285714285714,2.5625,3.4285714285714,2.5,1.25,3.75
"Not on our calendars, but His.",-3.0531896182469,-5.8419113,-12.5327275,2.2142857142857,3.7857142857143,5.7777777777778,4.9444444444444,3.2857142857143,2.6428571428571,2.8125,2.6,1.7142857142857,2.4666666666667
Not some innate sense or skill.,-3.2535205398287,-5.8628798,-13.3089528571429,1.5714285714286,3.8,6.4,5.8,3.7777777777778,1.8461538461538,3.0,1.4285714285714,1.0666666666667,1.8571428571429
"Nothing at all, businesses ORIG whatsoever.",-3.446286339845,-8.737018,-12.01356625,1.0714285714286,1.8823529411765,2.7222222222222,2.8333333333333,1.2941176470588,1.4375,1.4375,1.0,1.0,1.625
"Nothing broken, just very badly bruised.",-3.1732785786901,-5.2643995,-12.26283,4.2666666666667,5.9333333333333,6.75,6.1666666666667,5.5882352941176,5.5833333333333,4.1176470588235,4.0625,3.0625,3.0769230769231
Nothing hits you in the gut.,-2.751261643001,-4.4986677,-9.5577614285714,3.5882352941176,3.9285714285714,5.5333333333333,6.2666666666667,3.0,2.6923076923077,3.3529411764706,2.6666666666667,1.2,1.8333333333333
Notice how you reacted to WTF.,-3.340153668608,-5.2647123,-12.5371928571429,3.8333333333333,2.9230769230769,5.1333333333333,5.6666666666667,3.2666666666667,2.6315789473684,4.1333333333333,1.4615384615385,1.0588235294118,2.9285714285714
"Now ""the easy comparisons are over.""",-3.0150134904044,-5.443976,-10.6384177777778,2.4117647058824,3.2,6.0588235294118,4.7647058823529,4.875,2.5625,2.8571428571429,1.2666666666667,1.2222222222222,2.2777777777778
Now I'm 388 Protest the INTER.,-3.0348483994603,-9.147334,-12.6060825,2.0,1.5384615384615,1.4,2.2,1.0,1.0526315789474,2.0,1.0,1.2352941176471,1.6428571428571
Now he must find the key.,-2.240191425596,-4.457615,-8.0204785714286,3.2857142857143,4.2666666666667,6.9333333333333,6.6,5.4444444444444,3.6153846153846,3.7222222222222,5.6428571428571,1.9333333333333,2.8571428571429
Now the government must do that.,-2.1316622836249,-4.5397077,-7.6834014285714,3.4375,4.625,6.1875,6.1875,3.8666666666667,2.4,3.4210526315789,1.5,2.0,2.6470588235294
Nutritionist chemical products success the which?,-3.7554437603269,-7.4435663,-14.1249514285714,1.6,1.25,1.5454545454545,1.8181818181818,1.2631578947368,1.3571428571429,1.4375,2.2222222222222,1.0666666666667,2.0
Nykyrian gave him a menacing hug.,-2.7961453795433,-5.9658303,-12.09456,3.8333333333333,1.5333333333333,5.5882352941176,6.8235294117647,2.2307692307692,5.1333333333333,4.6428571428571,3.3125,1.2105263157895,2.2941176470588
ODY Mason to glowing more prob.,-4.2543691198031,-11.055247,-13.99617,1.2857142857143,1.0625,1.6470588235294,2.2352941176471,1.1764705882353,1.0714285714286,1.4285714285714,1.4,1.1428571428571,1.3846153846154
Objective resume sales under fontanacountryinn com.,-4.3199605345726,-9.638961,-14.7664771428571,1.0,1.3529411764706,2.7777777777778,3.3888888888889,1.7647058823529,1.875,1.625,1.1538461538462,1.6666666666667,1.9375
Observatories also stood at the ready.,-2.7912314704486,-4.7596006,-10.2235071428571,1.8571428571429,2.1764705882353,5.2777777777778,5.8333333333333,3.2352941176471,2.8125,1.75,3.5384615384615,3.0833333333333,2.9375
Of the Earth and the Moon.,-1.3798378961427,-4.270468,-13.9805742857143,2.1333333333333,2.6,5.1666666666667,5.1666666666667,3.8823529411765,3.8333333333333,1.4705882352941,4.75,5.1875,3.7692307692308
Of what crime is he accused?,-3.1918238742011,-4.4917927,-11.1139242857143,3.6,4.625,6.8181818181818,6.3636363636364,4.4210526315789,2.4285714285714,5.375,1.3888888888889,1.5333333333333,1.4666666666667
Off'm sure it's just an oversight.,-2.6206995844841,-5.491366,-10.1267011111111,1.5714285714286,2.1333333333333,3.4666666666667,3.4,1.3888888888889,1.1538461538462,2.5,1.0714285714286,1.0,1.9285714285714
Oh Hjalmar Wentz must have been.,-3.4982629844121,-5.3196135,-12.1054614285714,1.5294117647059,2.2666666666667,3.0588235294118,3.6470588235294,1.75,1.4375,2.6428571428571,1.0666666666667,1.0555555555556,1.5555555555556
"Oh, and an amusing little monkey.",-2.9849570138114,-5.217284,-11.4336925,3.75,3.6923076923077,6.0,5.6,3.3333333333333,4.7894736842105,4.0666666666667,3.0,2.2352941176471,5.0714285714286
Oklahoma's Mine cooperatives Ivan induced seriously.,-3.9371372014284,-9.468893,-14.145985,1.8125,1.5833333333333,1.3636363636364,3.0909090909091,1.3125,1.25,2.7058823529412,1.8666666666667,2.3157894736842,1.75
Older PostVideo Conferences Yes or No?,-2.8211690299213,-6.5290837,-16.1058428571429,1.2142857142857,1.7857142857143,4.4444444444444,3.8333333333333,1.8571428571429,1.6428571428571,1.4375,1.4,1.4285714285714,2.0
"On the surface, it made sense.",-1.6787300024714,-2.7258093,-7.9731275,3.0,5.3846153846154,7.0,6.9333333333333,6.2,2.8421052631579,3.5333333333333,1.0769230769231,1.2941176470588,3.7142857142857
"On your ear, you've got something.",-2.38808144629,-4.269683,-9.6737288888889,3.1666666666667,4.5384615384615,5.6,4.8,3.6666666666667,5.1578947368421,3.3333333333333,4.4615384615385,1.8235294117647,2.3571428571429
"OnMouseClick: show 1 div, hide others???",-4.1177078088125,-7.1173596,-13.9908372727273,1.4,1.0,1.6666666666667,2.0,1.5294117647059,1.1666666666667,1.2941176470588,1.6875,1.125,1.0769230769231
