,sentence,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
22175,"I'm a hemotologist, not a detective.",23,3392.0,-7392.0,-4000.0
22176,"I'm a hemotologist, not a detective.",24,2832.0,-7456.0,-4608.0
22177,"I'm a hemotologist, not a detective.",25,1816.0,964.0,2736.0
22178,You'd have to get me inside.,0,-2.984375,1.7890625,-1.171875
22179,You'd have to get me inside.,1,-3.859375,-12.75,-16.625
22180,You'd have to get me inside.,2,1.4375,-1.1015625,0.322265625
22181,You'd have to get me inside.,3,31.625,11.4375,42.75
22182,You'd have to get me inside.,4,4.28125,-22.875,-18.75
22183,You'd have to get me inside.,5,97.5,119.5,217.0
22184,You'd have to get me inside.,6,7.71875,-69.0,-61.0
22185,You'd have to get me inside.,7,39.0,-402.0,-360.0
22186,You'd have to get me inside.,8,26.875,-490.0,-462.0
22187,You'd have to get me inside.,9,132.0,-216.0,-85.0
22188,You'd have to get me inside.,10,256.0,-628.0,-374.0
22189,You'd have to get me inside.,11,552.0,-860.0,-306.0
22190,You'd have to get me inside.,12,398.0,-808.0,-410.0
22191,You'd have to get me inside.,13,844.0,-1328.0,-488.0
22192,You'd have to get me inside.,14,1136.0,-1712.0,-572.0
22193,You'd have to get me inside.,15,876.0,-3328.0,-2448.0
22194,You'd have to get me inside.,16,1248.0,-3328.0,-2080.0
22195,You'd have to get me inside.,17,700.0,-3504.0,-2800.0
22196,You'd have to get me inside.,18,1112.0,-5056.0,-3952.0
22197,You'd have to get me inside.,19,692.0,-4512.0,-3808.0
22198,You'd have to get me inside.,20,1200.0,-4800.0,-3584.0
22199,You'd have to get me inside.,21,2624.0,-5312.0,-2672.0
22200,You'd have to get me inside.,22,2960.0,-7392.0,-4416.0
22201,You'd have to get me inside.,23,4256.0,-8160.0,-3904.0
22202,You'd have to get me inside.,24,3984.0,-8704.0,-4736.0
22203,You'd have to get me inside.,25,3072.0,-780.0,2288.0
22204,And that's the power you have.,0,-3.390625,3.296875,-0.04833984375
22205,And that's the power you have.,1,-4.65625,-14.0625,-18.75
22206,And that's the power you have.,2,0.88671875,0.18359375,1.0859375
22207,And that's the power you have.,3,36.75,39.5,76.0
22208,And that's the power you have.,4,-4.71875,-7.0,-11.9375
22209,And that's the power you have.,5,81.5,153.0,236.0
22210,And that's the power you have.,6,-5.0,-33.75,-39.0
22211,And that's the power you have.,7,28.5,-266.0,-237.0
22212,And that's the power you have.,8,23.125,-207.0,-182.0
22213,And that's the power you have.,9,101.0,4.6875,105.5
22214,And that's the power you have.,10,234.0,-400.0,-167.0
22215,And that's the power you have.,11,480.0,-556.0,-72.0
22216,And that's the power you have.,12,312.0,-394.0,-77.5
22217,And that's the power you have.,13,756.0,-668.0,82.5
22218,And that's the power you have.,14,976.0,-1000.0,-18.875
22219,And that's the power you have.,15,848.0,-1960.0,-1104.0
22220,And that's the power you have.,16,1216.0,-2064.0,-852.0
22221,And that's the power you have.,17,628.0,-1992.0,-1368.0
22222,And that's the power you have.,18,1040.0,-3232.0,-2192.0
22223,And that's the power you have.,19,728.0,-2432.0,-1696.0
22224,And that's the power you have.,20,1248.0,-2272.0,-1032.0
22225,And that's the power you have.,21,2736.0,-2112.0,608.0
22226,And that's the power you have.,22,2976.0,-3504.0,-524.0
22227,And that's the power you have.,23,4384.0,-3424.0,952.0
22228,And that's the power you have.,24,4640.0,-2832.0,1816.0
22229,And that's the power you have.,25,4608.0,10560.0,15104.0
22230,Because... I didn't think I would?,0,-3.5,13.125,9.6875
22231,Because... I didn't think I would?,1,-4.46875,-8.375,-12.9375
22232,Because... I didn't think I would?,2,-0.04248046875,4.34375,4.28125
22233,Because... I didn't think I would?,3,24.0,25.25,49.25
22234,Because... I didn't think I would?,4,9.0,30.875,39.75
22235,Because... I didn't think I would?,5,82.5,160.0,243.0
22236,Because... I didn't think I would?,6,16.625,14.6875,31.5
22237,Because... I didn't think I would?,7,42.0,-197.0,-154.0
22238,Because... I didn't think I would?,8,45.75,-200.0,-153.0
22239,Because... I didn't think I would?,9,114.5,44.25,159.0
22240,Because... I didn't think I would?,10,247.0,-288.0,-40.75
22241,Because... I didn't think I would?,11,482.0,-378.0,105.0
22242,Because... I didn't think I would?,12,396.0,-452.0,-52.0
22243,Because... I didn't think I would?,13,808.0,-656.0,149.0
22244,Because... I didn't think I would?,14,1176.0,-912.0,264.0
22245,Because... I didn't think I would?,15,756.0,-2000.0,-1248.0
22246,Because... I didn't think I would?,16,1168.0,-2336.0,-1176.0
22247,Because... I didn't think I would?,17,944.0,-2608.0,-1672.0
22248,Because... I didn't think I would?,18,1344.0,-3936.0,-2608.0
22249,Because... I didn't think I would?,19,1096.0,-4288.0,-3184.0
22250,Because... I didn't think I would?,20,1640.0,-4224.0,-2608.0
22251,Because... I didn't think I would?,21,3328.0,-5152.0,-1840.0
22252,Because... I didn't think I would?,22,3792.0,-6816.0,-3008.0
22253,Because... I didn't think I would?,23,4832.0,-6976.0,-2144.0
22254,Because... I didn't think I would?,24,4992.0,-6976.0,-1984.0
22255,Because... I didn't think I would?,25,5408.0,-170.0,5248.0
22256,We don't want to be disturbed.,0,-3.171875,6.5625,3.421875
22257,We don't want to be disturbed.,1,-4.5,-14.5625,-19.0
22258,We don't want to be disturbed.,2,0.0927734375,-0.169921875,-0.057861328125
22259,We don't want to be disturbed.,3,33.75,35.75,69.5
22260,We don't want to be disturbed.,4,2.546875,1.7890625,4.09375
22261,We don't want to be disturbed.,5,73.0,134.0,208.0
22262,We don't want to be disturbed.,6,-17.625,-75.0,-92.5
22263,We don't want to be disturbed.,7,-17.875,-410.0,-424.0
22264,We don't want to be disturbed.,8,-49.25,-466.0,-516.0
22265,We don't want to be disturbed.,9,31.5,-258.0,-228.0
22266,We don't want to be disturbed.,10,104.5,-724.0,-620.0
22267,We don't want to be disturbed.,11,304.0,-1256.0,-952.0
22268,We don't want to be disturbed.,12,123.5,-1104.0,-980.0
22269,We don't want to be disturbed.,13,448.0,-1616.0,-1168.0
22270,We don't want to be disturbed.,14,700.0,-1864.0,-1160.0
22271,We don't want to be disturbed.,15,372.0,-3472.0,-3104.0
22272,We don't want to be disturbed.,16,620.0,-3536.0,-2928.0
22273,We don't want to be disturbed.,17,185.0,-3392.0,-3216.0
22274,We don't want to be disturbed.,18,564.0,-5216.0,-4640.0
22275,We don't want to be disturbed.,19,73.5,-4320.0,-4256.0
22276,We don't want to be disturbed.,20,572.0,-4192.0,-3632.0
22277,We don't want to be disturbed.,21,1760.0,-4448.0,-2688.0
22278,We don't want to be disturbed.,22,1856.0,-6208.0,-4352.0
22279,We don't want to be disturbed.,23,2992.0,-6560.0,-3584.0
22280,We don't want to be disturbed.,24,2608.0,-6848.0,-4256.0
22281,We don't want to be disturbed.,25,860.0,3168.0,3968.0
22282,What do they need her for?,0,-2.796875,14.1875,11.375
22283,What do they need her for?,1,-6.75,-10.0,-16.875
22284,What do they need her for?,2,-0.267578125,-1.6328125,-1.875
22285,What do they need her for?,3,22.0,17.25,39.0
22286,What do they need her for?,4,-10.625,-17.875,-28.625
22287,What do they need her for?,5,44.0,80.0,125.0
22288,What do they need her for?,6,-35.0,-104.0,-139.0
22289,What do they need her for?,7,-51.75,-520.0,-568.0
22290,What do they need her for?,8,-47.0,-490.0,-536.0
22291,What do they need her for?,9,-15.5625,-284.0,-300.0
22292,What do they need her for?,10,95.5,-740.0,-644.0
22293,What do they need her for?,11,203.0,-1000.0,-792.0
22294,What do they need her for?,12,126.5,-900.0,-772.0
22295,What do they need her for?,13,430.0,-1592.0,-1168.0
22296,What do they need her for?,14,716.0,-1784.0,-1056.0
22297,What do they need her for?,15,406.0,-3040.0,-2624.0
22298,What do they need her for?,16,752.0,-3168.0,-2432.0
22299,What do they need her for?,17,400.0,-3456.0,-3072.0
22300,What do they need her for?,18,796.0,-5120.0,-4320.0
22301,What do they need her for?,19,456.0,-4928.0,-4480.0
22302,What do they need her for?,20,876.0,-5152.0,-4256.0
22303,What do they need her for?,21,1896.0,-6080.0,-4192.0
22304,What do they need her for?,22,1952.0,-8128.0,-6176.0
22305,What do they need her for?,23,3376.0,-8576.0,-5216.0
22306,What do they need her for?,24,3456.0,-9792.0,-6336.0
22307,What do they need her for?,25,2384.0,-5088.0,-2736.0
22308,Is that all you care about?,0,-3.234375,15.875,12.625
22309,Is that all you care about?,1,-5.34375,-8.5625,-14.0
22310,Is that all you care about?,2,-0.435546875,2.625,2.21875
22311,Is that all you care about?,3,18.375,30.5,48.75
22312,Is that all you care about?,4,-11.125,-0.298828125,-11.5625
22313,Is that all you care about?,5,64.5,155.0,219.0
22314,Is that all you care about?,6,-25.125,-58.75,-84.5
22315,Is that all you care about?,7,-7.3125,-284.0,-290.0
22316,Is that all you care about?,8,-11.1875,-308.0,-318.0
22317,Is that all you care about?,9,68.5,-145.0,-77.5
22318,Is that all you care about?,10,190.0,-568.0,-380.0
22319,Is that all you care about?,11,386.0,-828.0,-436.0
22320,Is that all you care about?,12,276.0,-728.0,-452.0
22321,Is that all you care about?,13,540.0,-940.0,-402.0
22322,Is that all you care about?,14,836.0,-1184.0,-348.0
22323,Is that all you care about?,15,528.0,-2512.0,-1984.0
22324,Is that all you care about?,16,884.0,-2656.0,-1776.0
22325,Is that all you care about?,17,580.0,-3088.0,-2512.0
22326,Is that all you care about?,18,876.0,-4544.0,-3664.0
22327,Is that all you care about?,19,548.0,-4192.0,-3648.0
22328,Is that all you care about?,20,960.0,-4256.0,-3296.0
22329,Is that all you care about?,21,2224.0,-4736.0,-2512.0
22330,Is that all you care about?,22,2256.0,-6240.0,-3984.0
22331,Is that all you care about?,23,3520.0,-6240.0,-2736.0
22332,Is that all you care about?,24,3760.0,-7232.0,-3488.0
22333,Is that all you care about?,25,2512.0,1360.0,3840.0
22334,How does he look up close?,0,-2.71875,13.0,10.3125
22335,How does he look up close?,1,-5.5625,-7.9375,-13.625
22336,How does he look up close?,2,-0.12109375,1.0390625,0.91015625
22337,How does he look up close?,3,16.125,15.75,31.625
22338,How does he look up close?,4,-17.125,-33.75,-51.0
22339,How does he look up close?,5,58.75,86.5,146.0
22340,How does he look up close?,6,-23.625,-105.5,-129.0
22341,How does he look up close?,7,-23.5,-492.0,-516.0
22342,How does he look up close?,8,-37.0,-560.0,-596.0
22343,How does he look up close?,9,42.25,-334.0,-294.0
22344,How does he look up close?,10,143.0,-816.0,-676.0
22345,How does he look up close?,11,360.0,-1192.0,-828.0
22346,How does he look up close?,12,274.0,-976.0,-696.0
22347,How does he look up close?,13,506.0,-1384.0,-876.0
22348,How does he look up close?,14,748.0,-1784.0,-1040.0
22349,How does he look up close?,15,446.0,-3312.0,-2864.0
22350,How does he look up close?,16,872.0,-3488.0,-2624.0
22351,How does he look up close?,17,406.0,-3744.0,-3344.0
22352,How does he look up close?,18,944.0,-5376.0,-4416.0
22353,How does he look up close?,19,316.0,-5472.0,-5152.0
22354,How does he look up close?,20,572.0,-5792.0,-5216.0
22355,How does he look up close?,21,1480.0,-6688.0,-5216.0
22356,How does he look up close?,22,1800.0,-8896.0,-7104.0
22357,How does he look up close?,23,2960.0,-9984.0,-7008.0
22358,How does he look up close?,24,2848.0,-11712.0,-8832.0
22359,How does he look up close?,25,2160.0,-4512.0,-2368.0
22360,What happens when the baby comes?,0,-4.1875,14.8125,10.5625
22361,What happens when the baby comes?,1,-6.125,-12.375,-18.5
22362,What happens when the baby comes?,2,-0.546875,-4.9375,-5.53125
22363,What happens when the baby comes?,3,24.875,2.40625,27.125
22364,What happens when the baby comes?,4,-5.59375,-53.0,-58.75
22365,What happens when the baby comes?,5,70.5,55.5,127.0
22366,What happens when the baby comes?,6,-0.39453125,-134.0,-134.0
22367,What happens when the baby comes?,7,8.0625,-440.0,-432.0
22368,What happens when the baby comes?,8,-4.21875,-512.0,-512.0
22369,What happens when the baby comes?,9,83.5,-268.0,-186.0
22370,What happens when the baby comes?,10,203.0,-808.0,-604.0
22371,What happens when the baby comes?,11,422.0,-1256.0,-828.0
22372,What happens when the baby comes?,12,255.0,-1048.0,-788.0
22373,What happens when the baby comes?,13,520.0,-1632.0,-1112.0
22374,What happens when the baby comes?,14,652.0,-1848.0,-1192.0
22375,What happens when the baby comes?,15,400.0,-3472.0,-3072.0
22376,What happens when the baby comes?,16,676.0,-3504.0,-2848.0
22377,What happens when the baby comes?,17,235.0,-3632.0,-3408.0
22378,What happens when the baby comes?,18,692.0,-5312.0,-4640.0
22379,What happens when the baby comes?,19,142.0,-4896.0,-4768.0
22380,What happens when the baby comes?,20,502.0,-4928.0,-4448.0
22381,What happens when the baby comes?,21,1376.0,-5344.0,-3984.0
22382,What happens when the baby comes?,22,1344.0,-7296.0,-5952.0
22383,What happens when the baby comes?,23,2320.0,-8128.0,-5824.0
22384,What happens when the baby comes?,24,1960.0,-9408.0,-7392.0
22385,What happens when the baby comes?,25,402.0,-3760.0,-3360.0
22386,"Just please, give me the ticket!",0,-3.015625,6.15625,3.078125
22387,"Just please, give me the ticket!",1,-5.09375,-19.0,-24.25
22388,"Just please, give me the ticket!",2,1.203125,-3.5625,-2.375
22389,"Just please, give me the ticket!",3,30.875,14.8125,45.75
22390,"Just please, give me the ticket!",4,0.8984375,-13.8125,-13.0625
22391,"Just please, give me the ticket!",5,93.5,127.0,221.0
22392,"Just please, give me the ticket!",6,8.625,-65.0,-56.25
22393,"Just please, give me the ticket!",7,36.5,-396.0,-358.0
22394,"Just please, give me the ticket!",8,24.625,-454.0,-428.0
22395,"Just please, give me the ticket!",9,156.0,-228.0,-73.0
22396,"Just please, give me the ticket!",10,250.0,-752.0,-504.0
22397,"Just please, give me the ticket!",11,486.0,-852.0,-368.0
22398,"Just please, give me the ticket!",12,384.0,-828.0,-442.0
22399,"Just please, give me the ticket!",13,856.0,-1296.0,-432.0
22400,"Just please, give me the ticket!",14,1240.0,-1664.0,-428.0
22401,"Just please, give me the ticket!",15,856.0,-2928.0,-2064.0
22402,"Just please, give me the ticket!",16,1168.0,-3088.0,-1936.0
22403,"Just please, give me the ticket!",17,632.0,-3216.0,-2592.0
22404,"Just please, give me the ticket!",18,1168.0,-4896.0,-3728.0
22405,"Just please, give me the ticket!",19,808.0,-4800.0,-3984.0
22406,"Just please, give me the ticket!",20,1248.0,-4736.0,-3488.0
22407,"Just please, give me the ticket!",21,3008.0,-5376.0,-2368.0
22408,"Just please, give me the ticket!",22,3088.0,-7456.0,-4320.0
22409,"Just please, give me the ticket!",23,4608.0,-7424.0,-2816.0
22410,"Just please, give me the ticket!",24,4512.0,-8256.0,-3760.0
22411,"Just please, give me the ticket!",25,3264.0,-1656.0,1568.0
22412,Learn how to speak English first.,0,-2.84375,3.234375,0.369140625
22413,Learn how to speak English first.,1,-6.46875,-19.0,-25.5
22414,Learn how to speak English first.,2,-2.6875,-9.125,-11.75
22415,Learn how to speak English first.,3,20.5,11.3125,31.625
22416,Learn how to speak English first.,4,-21.75,-32.25,-54.25
22417,Learn how to speak English first.,5,45.25,83.5,129.0
22418,Learn how to speak English first.,6,-46.25,-128.0,-174.0
22419,Learn how to speak English first.,7,-51.5,-512.0,-564.0
22420,Learn how to speak English first.,8,-89.0,-608.0,-696.0
22421,Learn how to speak English first.,9,7.0,-364.0,-358.0
22422,Learn how to speak English first.,10,103.5,-900.0,-796.0
22423,Learn how to speak English first.,11,298.0,-1272.0,-972.0
22424,Learn how to speak English first.,12,170.0,-1192.0,-1016.0
22425,Learn how to speak English first.,13,628.0,-1752.0,-1128.0
22426,Learn how to speak English first.,14,1000.0,-1968.0,-960.0
22427,Learn how to speak English first.,15,616.0,-3920.0,-3296.0
22428,Learn how to speak English first.,16,992.0,-3680.0,-2688.0
22429,Learn how to speak English first.,17,334.0,-3712.0,-3376.0
22430,Learn how to speak English first.,18,704.0,-5248.0,-4576.0
22431,Learn how to speak English first.,19,89.0,-4640.0,-4544.0
22432,Learn how to speak English first.,20,608.0,-4480.0,-3888.0
22433,Learn how to speak English first.,21,1800.0,-4128.0,-2320.0
22434,Learn how to speak English first.,22,1688.0,-5632.0,-3920.0
22435,Learn how to speak English first.,23,2864.0,-5920.0,-3072.0
22436,Learn how to speak English first.,24,2320.0,-6464.0,-4096.0
22437,Learn how to speak English first.,25,171.0,3360.0,3520.0
22438,You're going to miss your train!,0,-2.984375,6.25,3.296875
22439,You're going to miss your train!,1,-4.71875,-22.875,-27.625
22440,You're going to miss your train!,2,0.98828125,-8.6875,-7.71875
22441,You're going to miss your train!,3,27.25,-24.875,2.109375
22442,You're going to miss your train!,4,-10.75,-57.75,-69.0
22443,You're going to miss your train!,5,51.0,1.921875,53.75
22444,You're going to miss your train!,6,-34.75,-155.0,-190.0
22445,You're going to miss your train!,7,-34.5,-556.0,-592.0
22446,You're going to miss your train!,8,-68.0,-648.0,-716.0
22447,You're going to miss your train!,9,13.5625,-472.0,-458.0
22448,You're going to miss your train!,10,118.5,-988.0,-872.0
22449,You're going to miss your train!,11,262.0,-1416.0,-1152.0
22450,You're going to miss your train!,12,40.25,-1232.0,-1192.0
22451,You're going to miss your train!,13,416.0,-1848.0,-1440.0
22452,You're going to miss your train!,14,696.0,-1992.0,-1288.0
22453,You're going to miss your train!,15,356.0,-3584.0,-3232.0
22454,You're going to miss your train!,16,564.0,-3696.0,-3136.0
22455,You're going to miss your train!,17,120.5,-3568.0,-3472.0
22456,You're going to miss your train!,18,580.0,-5088.0,-4512.0
22457,You're going to miss your train!,19,172.0,-4992.0,-4832.0
22458,You're going to miss your train!,20,536.0,-4832.0,-4320.0
22459,You're going to miss your train!,21,1480.0,-5632.0,-4128.0
22460,You're going to miss your train!,22,1520.0,-7296.0,-5792.0
22461,You're going to miss your train!,23,2768.0,-7264.0,-4512.0
22462,You're going to miss your train!,24,2608.0,-8160.0,-5536.0
22463,You're going to miss your train!,25,1488.0,612.0,2096.0
22464,"Mommy, please don't call me that.",0,-3.359375,2.375,-0.94921875
22465,"Mommy, please don't call me that.",1,-3.765625,-16.0,-19.875
22466,"Mommy, please don't call me that.",2,0.64453125,-1.765625,-1.1171875
22467,"Mommy, please don't call me that.",3,20.125,15.3125,35.25
22468,"Mommy, please don't call me that.",4,-11.75,-11.5,-23.5
22469,"Mommy, please don't call me that.",5,49.5,91.0,141.0
22470,"Mommy, please don't call me that.",6,-46.75,-122.5,-169.0
22471,"Mommy, please don't call me that.",7,-39.0,-426.0,-464.0
22472,"Mommy, please don't call me that.",8,-42.75,-420.0,-460.0
22473,"Mommy, please don't call me that.",9,47.25,-242.0,-196.0
