sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
"Upon arriving at the restaurant, the car was parked by the waiter.","Upon arriving at the restaurant, the car was parked by the monitor.",improbable,impossible,related,unrelated
The circus performance was directed by the juggler.,The circus performance was directed by the oratory.,improbable,impossible,related,unrelated
"To keep visitors safe, the national park was patrolled by the camper.","To keep visitors safe, the national park was patrolled by the radiator.",improbable,impossible,related,unrelated
"At the library, the books are organised on the shelves by the dean.","At the library, the books are organised on the shelves by the throne.",improbable,impossible,related,unrelated
"At the bank, credit card requests are authorised by the teller.","At the bank, credit card requests are authorised by the spade.",improbable,impossible,related,unrelated
Fish in the aquarium were studied by the swimmer.,Fish in the aquarium were studied by the spotlight.,improbable,impossible,related,unrelated
"At the exhibition, all the pictures were taken by the sculptor.","At the exhibition, all the pictures were taken by the protection.",improbable,impossible,related,unrelated
"At the graduation reception, the dinner was provided by the graduate.","At the graduation reception, the dinner was provided by the gate.",improbable,impossible,related,unrelated
"When the Italian diplomat gave a speech, the translation was performed by the speaker.","When the Italian diplomat gave a speech, the translation was performed by the windscreen.",improbable,impossible,related,unrelated
The prescription for the mental disorder was written by the schizophrenic.,The prescription for the mental disorder was written by the fence.,improbable,impossible,related,unrelated
The bank robbery was prevented by the gangster.,The bank robbery was prevented by the spoon.,improbable,impossible,related,unrelated
The attacks on the ships were led by the captive.,The attacks on the ships were led by the violin.,improbable,impossible,related,unrelated
"At the opera concert in the theatre, the musical pieces were sung by the composer.","At the opera concert in the theatre, the musical pieces were sung by the cage.",improbable,impossible,related,unrelated
"Because his parents work all day, the baby was attended by the dad.","Because his parents work all day, the baby was attended by the package.",improbable,impossible,related,unrelated
The dental restoration was performed by the assistant.,The dental restoration was performed by the saddle.,improbable,impossible,related,unrelated
"At the Olympics, the bars competition was won by the wrestler.","At the Olympics, the bars competition was won by the crucifix.",improbable,impossible,related,unrelated
