,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
4681,covering a window using a hair.,7.4,1,-7.125,-19.75,-26.875
4682,covering a window using a hair.,7.4,2,-2.140625,-13.625,-15.75
4683,covering a window using a hair.,7.4,3,52.25,-18.0,34.0
4684,covering a window using a hair.,7.4,4,10.625,-110.5,-100.0
4685,covering a window using a hair.,7.4,5,179.0,92.0,270.0
4686,covering a window using a hair.,7.4,6,48.25,-127.0,-79.5
4687,covering a window using a hair.,7.4,7,112.0,-664.0,-552.0
4688,covering a window using a hair.,7.4,8,83.0,-760.0,-676.0
4689,covering a window using a hair.,7.4,9,221.0,-568.0,-346.0
4690,covering a window using a hair.,7.4,10,556.0,-1160.0,-608.0
4691,covering a window using a hair.,7.4,11,1280.0,-1856.0,-572.0
4692,covering a window using a hair.,7.4,12,996.0,-1608.0,-604.0
4693,covering a window using a hair.,7.4,13,1784.0,-2752.0,-980.0
4694,covering a window using a hair.,7.4,14,1984.0,-2720.0,-736.0
4695,covering a window using a hair.,7.4,15,1296.0,-4512.0,-3216.0
4696,covering a window using a hair.,7.4,16,1384.0,-4544.0,-3168.0
4697,covering a window using a hair.,7.4,17,434.0,-4256.0,-3840.0
4698,covering a window using a hair.,7.4,18,688.0,-5984.0,-5312.0
4699,covering a window using a hair.,7.4,19,252.0,-5568.0,-5280.0
4700,covering a window using a hair.,7.4,20,632.0,-5696.0,-5056.0
4701,covering a window using a hair.,7.4,21,1944.0,-6496.0,-4544.0
4702,covering a window using a hair.,7.4,22,2040.0,-8320.0,-6240.0
4703,covering a window using a hair.,7.4,23,3168.0,-9024.0,-5856.0
4704,covering a window using a hair.,7.4,24,3936.0,-8576.0,-4672.0
4705,covering a window using a hair.,7.4,25,5024.0,5664.0,10688.0
4706,boiling water using a refrigerator.,2.5714285714285716,0,-3.40625,-8.375,-11.75
4707,boiling water using a refrigerator.,2.5714285714285716,1,-3.578125,-45.75,-49.25
4708,boiling water using a refrigerator.,2.5714285714285716,2,1.890625,-50.0,-48.0
4709,boiling water using a refrigerator.,2.5714285714285716,3,7.90625,-103.0,-95.0
4710,boiling water using a refrigerator.,2.5714285714285716,4,-28.875,-190.0,-219.0
4711,boiling water using a refrigerator.,2.5714285714285716,5,39.0,-132.0,-92.5
4712,boiling water using a refrigerator.,2.5714285714285716,6,-85.5,-308.0,-394.0
4713,boiling water using a refrigerator.,2.5714285714285716,7,-69.0,-808.0,-876.0
4714,boiling water using a refrigerator.,2.5714285714285716,8,-103.0,-928.0,-1032.0
4715,boiling water using a refrigerator.,2.5714285714285716,9,-107.0,-848.0,-956.0
4716,boiling water using a refrigerator.,2.5714285714285716,10,73.0,-1480.0,-1408.0
4717,boiling water using a refrigerator.,2.5714285714285716,11,223.0,-2304.0,-2080.0
4718,boiling water using a refrigerator.,2.5714285714285716,12,15.75,-1936.0,-1920.0
4719,boiling water using a refrigerator.,2.5714285714285716,13,564.0,-3136.0,-2576.0
4720,boiling water using a refrigerator.,2.5714285714285716,14,572.0,-3168.0,-2592.0
4721,boiling water using a refrigerator.,2.5714285714285716,15,72.0,-4768.0,-4672.0
4722,boiling water using a refrigerator.,2.5714285714285716,16,195.0,-4992.0,-4800.0
4723,boiling water using a refrigerator.,2.5714285714285716,17,-466.0,-4928.0,-5408.0
4724,boiling water using a refrigerator.,2.5714285714285716,18,-430.0,-6176.0,-6592.0
4725,boiling water using a refrigerator.,2.5714285714285716,19,-652.0,-5728.0,-6400.0
4726,boiling water using a refrigerator.,2.5714285714285716,20,-258.0,-5824.0,-6080.0
4727,boiling water using a refrigerator.,2.5714285714285716,21,532.0,-6816.0,-6240.0
4728,boiling water using a refrigerator.,2.5714285714285716,22,724.0,-8896.0,-8160.0
4729,boiling water using a refrigerator.,2.5714285714285716,23,1688.0,-9728.0,-8064.0
4730,boiling water using a refrigerator.,2.5714285714285716,24,2008.0,-10752.0,-8704.0
4731,boiling water using a refrigerator.,2.5714285714285716,25,3088.0,-1152.0,1960.0
4732,docking a boat using an anvil.,24.0625,0,-2.6875,-8.8125,-11.5
4733,docking a boat using an anvil.,24.0625,1,-8.5,-28.0,-36.5
4734,docking a boat using an anvil.,24.0625,2,-4.5,-27.625,-32.0
4735,docking a boat using an anvil.,24.0625,3,6.21875,-88.5,-82.5
4736,docking a boat using an anvil.,24.0625,4,-48.0,-190.0,-239.0
4737,docking a boat using an anvil.,24.0625,5,31.25,-115.0,-84.0
4738,docking a boat using an anvil.,24.0625,6,-117.5,-372.0,-490.0
4739,docking a boat using an anvil.,24.0625,7,-133.0,-960.0,-1088.0
4740,docking a boat using an anvil.,24.0625,8,-200.0,-1048.0,-1240.0
4741,docking a boat using an anvil.,24.0625,9,-179.0,-840.0,-1020.0
4742,docking a boat using an anvil.,24.0625,10,-27.625,-1352.0,-1384.0
4743,docking a boat using an anvil.,24.0625,11,101.5,-2064.0,-1960.0
4744,docking a boat using an anvil.,24.0625,12,-126.0,-1848.0,-1976.0
4745,docking a boat using an anvil.,24.0625,13,286.0,-2768.0,-2480.0
4746,docking a boat using an anvil.,24.0625,14,296.0,-2848.0,-2560.0
4747,docking a boat using an anvil.,24.0625,15,-344.0,-4416.0,-4768.0
4748,docking a boat using an anvil.,24.0625,16,-144.0,-4128.0,-4288.0
4749,docking a boat using an anvil.,24.0625,17,-900.0,-4128.0,-5056.0
4750,docking a boat using an anvil.,24.0625,18,-1200.0,-5344.0,-6560.0
4751,docking a boat using an anvil.,24.0625,19,-1544.0,-5056.0,-6592.0
4752,docking a boat using an anvil.,24.0625,20,-1200.0,-4832.0,-6048.0
4753,docking a boat using an anvil.,24.0625,21,-161.0,-5536.0,-5696.0
4754,docking a boat using an anvil.,24.0625,22,22.875,-6656.0,-6624.0
4755,docking a boat using an anvil.,24.0625,23,1016.0,-6880.0,-5888.0
4756,docking a boat using an anvil.,24.0625,24,1880.0,-5344.0,-3472.0
4757,docking a boat using an anvil.,24.0625,25,3552.0,9344.0,12928.0
4758,chilling a drink using yesterday.,10.0,0,-2.828125,0.2255859375,-2.609375
4759,chilling a drink using yesterday.,10.0,1,-6.75,-9.9375,-16.625
4760,chilling a drink using yesterday.,10.0,2,-1.7890625,-1.796875,-3.625
4761,chilling a drink using yesterday.,10.0,3,34.0,25.5,59.5
4762,chilling a drink using yesterday.,10.0,4,2.828125,-17.75,-15.125
4763,chilling a drink using yesterday.,10.0,5,159.0,238.0,396.0
4764,chilling a drink using yesterday.,10.0,6,35.25,85.5,120.5
4765,chilling a drink using yesterday.,10.0,7,45.0,-306.0,-260.0
4766,chilling a drink using yesterday.,10.0,8,9.0625,-360.0,-350.0
4767,chilling a drink using yesterday.,10.0,9,68.0,-170.0,-102.0
4768,chilling a drink using yesterday.,10.0,10,260.0,-396.0,-139.0
4769,chilling a drink using yesterday.,10.0,11,616.0,-752.0,-132.0
4770,chilling a drink using yesterday.,10.0,12,328.0,-454.0,-124.0
4771,chilling a drink using yesterday.,10.0,13,796.0,-844.0,-52.0
4772,chilling a drink using yesterday.,10.0,14,896.0,-908.0,-9.0
4773,chilling a drink using yesterday.,10.0,15,460.0,-1880.0,-1424.0
4774,chilling a drink using yesterday.,10.0,16,724.0,-1568.0,-856.0
4775,chilling a drink using yesterday.,10.0,17,137.0,-1552.0,-1424.0
4776,chilling a drink using yesterday.,10.0,18,60.75,-2512.0,-2464.0
4777,chilling a drink using yesterday.,10.0,19,-201.0,-2176.0,-2384.0
4778,chilling a drink using yesterday.,10.0,20,227.0,-1904.0,-1680.0
4779,chilling a drink using yesterday.,10.0,21,1584.0,-1808.0,-212.0
4780,chilling a drink using yesterday.,10.0,22,2256.0,-2416.0,-163.0
4781,chilling a drink using yesterday.,10.0,23,3264.0,-2176.0,1104.0
4782,chilling a drink using yesterday.,10.0,24,4224.0,-21.5,4192.0
4783,chilling a drink using yesterday.,10.0,25,7936.0,16896.0,24832.0
4784,calling a friend using a sandwich.,0.09090909090909091,0,-2.84375,-3.484375,-6.28125
4785,calling a friend using a sandwich.,0.09090909090909091,1,-5.3125,-31.125,-36.5
4786,calling a friend using a sandwich.,0.09090909090909091,2,-1.609375,-26.625,-28.25
4787,calling a friend using a sandwich.,0.09090909090909091,3,27.625,-46.25,-18.5
4788,calling a friend using a sandwich.,0.09090909090909091,4,-12.375,-106.0,-118.5
4789,calling a friend using a sandwich.,0.09090909090909091,5,84.0,-3.953125,80.0
4790,calling a friend using a sandwich.,0.09090909090909091,6,-34.25,-206.0,-241.0
4791,calling a friend using a sandwich.,0.09090909090909091,7,22.375,-680.0,-656.0
4792,calling a friend using a sandwich.,0.09090909090909091,8,-12.25,-672.0,-684.0
4793,calling a friend using a sandwich.,0.09090909090909091,9,82.5,-480.0,-400.0
4794,calling a friend using a sandwich.,0.09090909090909091,10,332.0,-888.0,-560.0
4795,calling a friend using a sandwich.,0.09090909090909091,11,884.0,-1424.0,-532.0
4796,calling a friend using a sandwich.,0.09090909090909091,12,736.0,-1256.0,-516.0
4797,calling a friend using a sandwich.,0.09090909090909091,13,1392.0,-2288.0,-904.0
4798,calling a friend using a sandwich.,0.09090909090909091,14,1512.0,-2432.0,-904.0
4799,calling a friend using a sandwich.,0.09090909090909091,15,1096.0,-3744.0,-2640.0
4800,calling a friend using a sandwich.,0.09090909090909091,16,1280.0,-3840.0,-2576.0
4801,calling a friend using a sandwich.,0.09090909090909091,17,484.0,-3904.0,-3440.0
4802,calling a friend using a sandwich.,0.09090909090909091,18,656.0,-5408.0,-4768.0
4803,calling a friend using a sandwich.,0.09090909090909091,19,372.0,-5024.0,-4640.0
4804,calling a friend using a sandwich.,0.09090909090909091,20,952.0,-5024.0,-4096.0
4805,calling a friend using a sandwich.,0.09090909090909091,21,2480.0,-5696.0,-3216.0
4806,calling a friend using a sandwich.,0.09090909090909091,22,3024.0,-7168.0,-4128.0
4807,calling a friend using a sandwich.,0.09090909090909091,23,4224.0,-7360.0,-3136.0
4808,calling a friend using a sandwich.,0.09090909090909091,24,5376.0,-6368.0,-1020.0
4809,calling a friend using a sandwich.,0.09090909090909091,25,7776.0,9408.0,17152.0
4810,climbing a tree using a poem.,5.3,0,-4.5625,0.98046875,-3.59375
4811,climbing a tree using a poem.,5.3,1,-9.375,-15.625,-25.0
4812,climbing a tree using a poem.,5.3,2,-4.125,-14.0,-18.125
4813,climbing a tree using a poem.,5.3,3,23.75,28.5,52.25
4814,climbing a tree using a poem.,5.3,4,-8.375,-36.0,-44.5
4815,climbing a tree using a poem.,5.3,5,95.0,115.0,210.0
4816,climbing a tree using a poem.,5.3,6,-45.25,-135.0,-181.0
4817,climbing a tree using a poem.,5.3,7,-15.5625,-548.0,-564.0
4818,climbing a tree using a poem.,5.3,8,-52.75,-584.0,-636.0
4819,climbing a tree using a poem.,5.3,9,-11.3125,-430.0,-442.0
4820,climbing a tree using a poem.,5.3,10,142.0,-904.0,-760.0
4821,climbing a tree using a poem.,5.3,11,352.0,-1592.0,-1240.0
4822,climbing a tree using a poem.,5.3,12,138.0,-1296.0,-1160.0
4823,climbing a tree using a poem.,5.3,13,632.0,-2096.0,-1472.0
4824,climbing a tree using a poem.,5.3,14,548.0,-2160.0,-1600.0
4825,climbing a tree using a poem.,5.3,15,154.0,-3552.0,-3376.0
4826,climbing a tree using a poem.,5.3,16,298.0,-3520.0,-3232.0
4827,climbing a tree using a poem.,5.3,17,-402.0,-3248.0,-3664.0
4828,climbing a tree using a poem.,5.3,18,-422.0,-4352.0,-4800.0
4829,climbing a tree using a poem.,5.3,19,-636.0,-3680.0,-4320.0
4830,climbing a tree using a poem.,5.3,20,-176.0,-3360.0,-3552.0
4831,climbing a tree using a poem.,5.3,21,984.0,-3104.0,-2128.0
4832,climbing a tree using a poem.,5.3,22,1064.0,-4016.0,-2960.0
4833,climbing a tree using a poem.,5.3,23,2040.0,-3712.0,-1664.0
4834,climbing a tree using a poem.,5.3,24,2576.0,-2656.0,-65.5
4835,climbing a tree using a poem.,5.3,25,3072.0,14400.0,17536.0
4836,crafting a bowl out of smoke.,4.625,0,-2.84375,-4.15625,-6.96875
4837,crafting a bowl out of smoke.,4.625,1,-9.375,-24.375,-33.75
4838,crafting a bowl out of smoke.,4.625,2,-4.46875,-19.625,-24.125
4839,crafting a bowl out of smoke.,4.625,3,35.25,-46.75,-11.6875
4840,crafting a bowl out of smoke.,4.625,4,-11.0625,-148.0,-159.0
4841,crafting a bowl out of smoke.,4.625,5,84.5,-21.5,63.0
4842,crafting a bowl out of smoke.,4.625,6,-50.75,-244.0,-294.0
4843,crafting a bowl out of smoke.,4.625,7,7.4375,-720.0,-712.0
4844,crafting a bowl out of smoke.,4.625,8,6.53125,-768.0,-760.0
4845,crafting a bowl out of smoke.,4.625,9,86.0,-632.0,-544.0
4846,crafting a bowl out of smoke.,4.625,10,270.0,-1104.0,-832.0
4847,crafting a bowl out of smoke.,4.625,11,608.0,-1752.0,-1144.0
4848,crafting a bowl out of smoke.,4.625,12,520.0,-1560.0,-1040.0
4849,crafting a bowl out of smoke.,4.625,13,1312.0,-2512.0,-1192.0
4850,crafting a bowl out of smoke.,4.625,14,1472.0,-2560.0,-1080.0
4851,crafting a bowl out of smoke.,4.625,15,948.0,-3776.0,-2816.0
4852,crafting a bowl out of smoke.,4.625,16,1408.0,-4192.0,-2800.0
4853,crafting a bowl out of smoke.,4.625,17,628.0,-4016.0,-3392.0
4854,crafting a bowl out of smoke.,4.625,18,956.0,-5536.0,-4576.0
4855,crafting a bowl out of smoke.,4.625,19,568.0,-5056.0,-4480.0
4856,crafting a bowl out of smoke.,4.625,20,1192.0,-4992.0,-3808.0
4857,crafting a bowl out of smoke.,4.625,21,2704.0,-5568.0,-2880.0
4858,crafting a bowl out of smoke.,4.625,22,3328.0,-7392.0,-4064.0
4859,crafting a bowl out of smoke.,4.625,23,4672.0,-7776.0,-3104.0
4860,crafting a bowl out of smoke.,4.625,24,5920.0,-8064.0,-2128.0
4861,crafting a bowl out of smoke.,4.625,25,8256.0,5440.0,13696.0
4862,cleaning a carpet using a vacuum.,98.0,0,-3.0,-7.875,-10.875
4863,cleaning a carpet using a vacuum.,98.0,1,-8.125,-38.25,-46.5
4864,cleaning a carpet using a vacuum.,98.0,2,-4.125,-34.0,-38.0
4865,cleaning a carpet using a vacuum.,98.0,3,-0.21875,-80.5,-81.0
4866,cleaning a carpet using a vacuum.,98.0,4,-51.0,-192.0,-243.0
4867,cleaning a carpet using a vacuum.,98.0,5,2.25,-117.5,-115.0
4868,cleaning a carpet using a vacuum.,98.0,6,-141.0,-356.0,-496.0
4869,cleaning a carpet using a vacuum.,98.0,7,-170.0,-860.0,-1032.0
4870,cleaning a carpet using a vacuum.,98.0,8,-245.0,-828.0,-1072.0
4871,cleaning a carpet using a vacuum.,98.0,9,-292.0,-800.0,-1088.0
4872,cleaning a carpet using a vacuum.,98.0,10,-207.0,-1320.0,-1528.0
4873,cleaning a carpet using a vacuum.,98.0,11,-500.0,-2208.0,-2704.0
4874,cleaning a carpet using a vacuum.,98.0,12,-704.0,-1904.0,-2608.0
4875,cleaning a carpet using a vacuum.,98.0,13,-556.0,-2864.0,-3424.0
4876,cleaning a carpet using a vacuum.,98.0,14,-406.0,-2864.0,-3280.0
4877,cleaning a carpet using a vacuum.,98.0,15,-1264.0,-4256.0,-5536.0
4878,cleaning a carpet using a vacuum.,98.0,16,-1184.0,-4384.0,-5568.0
4879,cleaning a carpet using a vacuum.,98.0,17,-1920.0,-4384.0,-6336.0
4880,cleaning a carpet using a vacuum.,98.0,18,-2304.0,-5696.0,-7968.0
4881,cleaning a carpet using a vacuum.,98.0,19,-2784.0,-5440.0,-8192.0
4882,cleaning a carpet using a vacuum.,98.0,20,-2480.0,-5440.0,-7936.0
4883,cleaning a carpet using a vacuum.,98.0,21,-2040.0,-6112.0,-8160.0
4884,cleaning a carpet using a vacuum.,98.0,22,-2304.0,-7744.0,-10048.0
4885,cleaning a carpet using a vacuum.,98.0,23,-1784.0,-8512.0,-10240.0
4886,cleaning a carpet using a vacuum.,98.0,24,-1864.0,-8192.0,-10048.0
4887,cleaning a carpet using a vacuum.,98.0,25,-2272.0,3520.0,1208.0
4888,closing a jacket using fog.,5.2,0,-2.4375,-9.3125,-11.75
4889,closing a jacket using fog.,5.2,1,-6.21875,-25.25,-31.5
4890,closing a jacket using fog.,5.2,2,0.047607421875,-18.75,-18.75
4891,closing a jacket using fog.,5.2,3,63.5,-15.3125,48.0
4892,closing a jacket using fog.,5.2,4,18.125,-104.0,-86.0
4893,closing a jacket using fog.,5.2,5,157.0,91.5,249.0
4894,closing a jacket using fog.,5.2,6,34.0,-90.5,-56.25
4895,closing a jacket using fog.,5.2,7,83.5,-544.0,-458.0
4896,closing a jacket using fog.,5.2,8,62.5,-596.0,-532.0
4897,closing a jacket using fog.,5.2,9,172.0,-366.0,-196.0
4898,closing a jacket using fog.,5.2,10,366.0,-704.0,-342.0
4899,closing a jacket using fog.,5.2,11,956.0,-1272.0,-314.0
4900,closing a jacket using fog.,5.2,12,632.0,-972.0,-340.0
4901,closing a jacket using fog.,5.2,13,1304.0,-1704.0,-404.0
4902,closing a jacket using fog.,5.2,14,1504.0,-1824.0,-322.0
4903,closing a jacket using fog.,5.2,15,1012.0,-3200.0,-2192.0
4904,closing a jacket using fog.,5.2,16,1304.0,-2752.0,-1464.0
4905,closing a jacket using fog.,5.2,17,400.0,-2384.0,-2000.0
4906,closing a jacket using fog.,5.2,18,316.0,-3584.0,-3264.0
4907,closing a jacket using fog.,5.2,19,-17.75,-3216.0,-3232.0
4908,closing a jacket using fog.,5.2,20,312.0,-3088.0,-2800.0
4909,closing a jacket using fog.,5.2,21,1688.0,-3520.0,-1840.0
4910,closing a jacket using fog.,5.2,22,2320.0,-4320.0,-2000.0
4911,closing a jacket using fog.,5.2,23,3472.0,-4416.0,-944.0
4912,closing a jacket using fog.,5.2,24,4672.0,-2048.0,2624.0
4913,closing a jacket using fog.,5.2,25,8096.0,14528.0,22656.0
4914,washing their hair using detergent.,14.363636363636363,0,-3.0625,-7.03125,-10.125
4915,washing their hair using detergent.,14.363636363636363,1,-8.5,-27.0,-35.5
4916,washing their hair using detergent.,14.363636363636363,2,-4.40625,-15.125,-19.5
4917,washing their hair using detergent.,14.363636363636363,3,8.9375,-59.5,-50.75
4918,washing their hair using detergent.,14.363636363636363,4,-45.0,-160.0,-206.0
4919,washing their hair using detergent.,14.363636363636363,5,-3.0,-80.5,-83.0
4920,washing their hair using detergent.,14.363636363636363,6,-131.0,-282.0,-412.0
4921,washing their hair using detergent.,14.363636363636363,7,-140.0,-720.0,-860.0
4922,washing their hair using detergent.,14.363636363636363,8,-215.0,-832.0,-1048.0
4923,washing their hair using detergent.,14.363636363636363,9,-233.0,-708.0,-940.0
4924,washing their hair using detergent.,14.363636363636363,10,-94.5,-1288.0,-1384.0
4925,washing their hair using detergent.,14.363636363636363,11,-83.5,-2064.0,-2144.0
4926,washing their hair using detergent.,14.363636363636363,12,-354.0,-1816.0,-2160.0
4927,washing their hair using detergent.,14.363636363636363,13,63.5,-2800.0,-2736.0
4928,washing their hair using detergent.,14.363636363636363,14,214.0,-2720.0,-2496.0
4929,washing their hair using detergent.,14.363636363636363,15,-346.0,-4128.0,-4480.0
4930,washing their hair using detergent.,14.363636363636363,16,-161.0,-4224.0,-4384.0
4931,washing their hair using detergent.,14.363636363636363,17,-800.0,-4384.0,-5184.0
4932,washing their hair using detergent.,14.363636363636363,18,-572.0,-5824.0,-6400.0
4933,washing their hair using detergent.,14.363636363636363,19,-964.0,-5312.0,-6272.0
4934,washing their hair using detergent.,14.363636363636363,20,-516.0,-5088.0,-5632.0
4935,washing their hair using detergent.,14.363636363636363,21,340.0,-5728.0,-5376.0
4936,washing their hair using detergent.,14.363636363636363,22,209.0,-7616.0,-7392.0
4937,washing their hair using detergent.,14.363636363636363,23,1248.0,-8512.0,-7232.0
4938,washing their hair using detergent.,14.363636363636363,24,1200.0,-9472.0,-8256.0
4939,washing their hair using detergent.,14.363636363636363,25,564.0,250.0,788.0
4940,paving a road using a comet.,3.5714285714285716,0,-2.296875,-7.03125,-9.25
4941,paving a road using a comet.,3.5714285714285716,1,-5.3125,-26.25,-31.5
4942,paving a road using a comet.,3.5714285714285716,2,0.01043701171875,-28.75,-28.75
4943,paving a road using a comet.,3.5714285714285716,3,36.75,-64.0,-27.625
4944,paving a road using a comet.,3.5714285714285716,4,-8.625,-159.0,-167.0
4945,paving a road using a comet.,3.5714285714285716,5,112.5,-22.25,90.0
