population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,95,age 5,5.879452055,Block C,CAB,Trial,2,0,1082.1,eat a planet?,impossible,19,Conventional,Impossible,-1.12820501894376
children,95,age 5,5.879452055,Block C,CAB,Trial,3,1,2115.4,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.6836687375847761
children,95,age 5,5.879452055,Block C,CAB,Trial,4,0,1733.5,clean a cloud?,impossible,8,Physics,Impossible,-0.8479660431601134
children,95,age 5,5.879452055,Block C,CAB,Trial,5,0,2477,not eat for 10 days?,improbable,21,Biology,Improbable,-0.5281047006744805
children,95,age 5,5.879452055,Block C,CAB,Trial,6,0,1640.7,steal a large rock?,improbable,14,Moral,Improbable,-0.887889557057446
children,95,age 5,5.879452055,Block C,CAB,Trial,7,0,929.40000010000006,have a lion as a pet?,improbable,10,Other,Improbable,-1.19389812851413
children,95,age 5,5.879452055,Block C,CAB,Trial,8,1,2875.5,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.3566659044666463
children,95,age 5,5.879452055,Block C,CAB,Trial,9,0,1896.8,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.777712704588622
children,95,age 5,5.879452055,Block C,CAB,Trial,10,0,1391.3,turn an onion into onion juice?,improbable,9,Physics,Improbable,-0.995184000656527
children,95,age 5,5.879452055,Block C,CAB,Trial,11,0,2583.3,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.48237334800975573
children,95,age 5,5.879452055,Block C,CAB,Trial,12,0,1458.6,be born with 2 wings?,impossible,24,Biology,Impossible,-0.9662308488753797
children,95,age 5,5.879452055,Block C,CAB,Trial,13,0,1384.7,cut the line to go into the store?,improbable,16,Moral,Improbable,-0.9980233884983633
children,95,age 5,5.879452055,Block C,CAB,Trial,14,0,902.3999999,find a unicorn in a closet?,impossible,13,Other,Impossible,-1.2055138061349564
children,95,age 5,5.879452055,Block C,CAB,Trial,15,0,1114.4,live for 60 years?,ordinary,22,Biology,Ordinary,-1.1143092269299255
children,95,age 5,5.879452055,Block C,CAB,Trial,16,0,1752.5,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.8397920478578578
children,95,age 5,5.879452055,Block C,CAB,Trial,17,0,1095.7,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-1.1223541591484614
children,95,age 5,5.879452055,Block C,CAB,Trial,18,0,884.5,make their friend shrink?,impossible,15,Moral,Impossible,-1.2132145700872181
children,95,age 5,5.879452055,Block C,CAB,Trial,19,0,1755.5,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.8385014170206595
children,95,age 5,5.879452055,Block C,CAB,Trial,20,1,1960.9,walk through an open door?,ordinary,2,Physics,Ordinary,-0.750136225700486
children,95,age 5,5.879452055,Block C,CAB,Trial,21,0,2944.2,ride an ogre?,impossible,11,Other,Impossible,-0.32711045829480645
children,95,age 5,5.879452055,Block C,CAB,Trial,22,0,1108.8,open a window with their feet?,improbable,3,Physics,Improbable,-1.1167184044926954
children,95,age 5,5.879452055,Block C,CAB,Trial,23,1,1993.2,play with a toy?,ordinary,20,Conventional,Ordinary,-0.7362404336866515
children,95,age 5,5.879452055,Block C,CAB,Trial,24,1,1810.4,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.8148828726999315
children,95,age 5,5.879452055,Block C,CAB,Trial,25,1,2287.7,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.6095435065016901
children,95,age 5,5.879452055,Block C,CAB,Trial,26,1,1075.5,make a house out of bricks?,ordinary,7,Physics,Ordinary,-1.1310444067855963
children,96,age 7,7.216438356,Block A,BCA,Trial,1,1,3832.6,paint polka dots on a plane?,improbable,4,Physics,Improbable,0.6464971062694101
children,96,age 7,7.216438356,Block A,BCA,Trial,2,0,4790.2,know the names of everyone in the world?,impossible,26,Other,Impossible,1.1473862115884612
children,96,age 7,7.216438356,Block A,BCA,Trial,3,0,2068.6,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.276193350897263
children,96,age 7,7.216438356,Block A,BCA,Trial,4,1,2941,not eat for 1 hour?,ordinary,21,Biology,Ordinary,0.180130433021221
children,96,age 7,7.216438356,Block A,BCA,Trial,5,1,5441.3,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,1.4879552346390403
children,96,age 7,7.216438356,Block A,BCA,Trial,6,1,3307.7,make their friend smile?,ordinary,15,Moral,Ordinary,0.3719391578755401
children,96,age 7,7.216438356,Block A,BCA,Trial,7,0,3374.6,live for 1000 years?,impossible,22,Biology,Impossible,0.406932350383732
children,96,age 7,7.216438356,Block A,BCA,Trial,8,0,1752.6,eat a large rock?,impossible,14,Moral,Impossible,-0.4414825711153292
children,96,age 7,7.216438356,Block A,BCA,Trial,9,1,5585.3,walk through a hot fire?,improbable,2,Physics,Improbable,1.5632769046118298
children,96,age 7,7.216438356,Block A,BCA,Trial,10,0,5103.7,magically appear into the store?,impossible,16,Moral,Impossible,1.3113677639250554
children,96,age 7,7.216438356,Block A,BCA,Trial,11,1,5010.8,ride a horse?,ordinary,11,Other,Ordinary,1.2627748254495545
children,96,age 7,7.216438356,Block A,BCA,Trial,12,0,4135.3,move a marble with their mind?,impossible,1,Physics,Impossible,0.8048295333580452
children,96,age 7,7.216438356,Block A,BCA,Trial,13,1,2789.6,clean a road?,improbable,8,Physics,Improbable,0.10093806611927407
children,96,age 7,7.216438356,Block A,BCA,Trial,14,1,2455.3,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.07392328299116731
children,96,age 7,7.216438356,Block A,BCA,Trial,15,1,4808.1,be born with 12 toes?,improbable,24,Biology,Improbable,1.1567491136198014
children,96,age 7,7.216438356,Block A,BCA,Trial,16,1,2116.4,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.25119074100351746
children,96,age 7,7.216438356,Block A,BCA,Trial,17,1,1921.2,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.3532934491888545
children,96,age 7,7.216438356,Block A,BCA,Trial,18,1,3262.8,eat an insect?,improbable,19,Conventional,Improbable,0.3484534427243024
children,96,age 7,7.216438356,Block A,BCA,Trial,19,1,6407.3,stay awake for 5 days?,improbable,23,Biology,Improbable,1.9932381040398375
children,96,age 7,7.216438356,Block A,BCA,Trial,20,1,2302.9,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.15363871704570306
children,96,age 7,7.216438356,Block A,BCA,Trial,21,0,4507.8,play with magic?,impossible,20,Conventional,Impossible,0.9996720476973796
children,96,age 7,7.216438356,Block A,BCA,Trial,22,1,7070.1,find a sweater in a closet?,ordinary,13,Other,Ordinary,2.3399270127757053
children,96,age 7,7.216438356,Block A,BCA,Trial,23,1,1196.5,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.7323602146699703
children,96,age 7,7.216438356,Block A,BCA,Trial,24,0,1612.1,have the moon as a pet?,impossible,10,Other,Impossible,-0.5149735060540579
children,96,age 7,7.216438356,Block A,BCA,Trial,25,1,2741.5,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,0.07577853607975202
children,96,age 7,7.216438356,Block A,BCA,Trial,26,0,3136,make a house out of gas?,impossible,7,Physics,Impossible,0.2821285277760403
children,96,age 7,7.216438356,Block B,BCA,Trial,1,1,2721.9,be born with 2 feet?,ordinary,24,Biology,Ordinary,0.06552641988901126
children,96,age 7,7.216438356,Block B,BCA,Trial,2,1,3327.7,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,0.3824005009273164
children,96,age 7,7.216438356,Block B,BCA,Trial,3,0,3080.5,open a window with their breath?,impossible,3,Physics,Impossible,0.25309830080736095
children,96,age 7,7.216438356,Block B,BCA,Trial,4,1,1981.6,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.32170019317249005
children,96,age 7,7.216438356,Block B,BCA,Trial,5,0,3219.5,eat a whole whale for dinner?,impossible,25,Biology,Impossible,0.3258046350172065
children,96,age 7,7.216438356,Block B,BCA,Trial,6,0,2065.5,not eat for 100 days?,impossible,21,Biology,Impossible,-0.27781485907028824
children,96,age 7,7.216438356,Block B,BCA,Trial,7,0,2239.6,move a marble with their breath?,improbable,1,Physics,Improbable,-0.18674886780457528
children,96,age 7,7.216438356,Block B,BCA,Trial,8,0,1875.9,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,-0.3769883912011279
children,96,age 7,7.216438356,Block B,BCA,Trial,9,1,3638.2,ride a cow?,improbable,11,Other,Improbable,0.5448128518061441
children,96,age 7,7.216438356,Block B,BCA,Trial,10,1,3475.5,unlock a door with a toothpick?,improbable,5,Physics,Improbable,0.4597098260799437
children,96,age 7,7.216438356,Block B,BCA,Trial,11,0,5861.4,play with a wolf?,improbable,20,Conventional,Improbable,1.707695745441602
children,96,age 7,7.216438356,Block B,BCA,Trial,12,0,2335.5,make a house out of grass?,improbable,7,Physics,Improbable,-0.13658672787130768
children,96,age 7,7.216438356,Block B,BCA,Trial,13,0,1514.7,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.5659202467162087
children,96,age 7,7.216438356,Block B,BCA,Trial,14,0,2974.4,walk through a brick wall?,impossible,2,Physics,Impossible,0.19760087591768755
children,96,age 7,7.216438356,Block B,BCA,Trial,15,1,3383.9,live for 110 years?,improbable,22,Biology,Improbable,0.4117968749028081
children,96,age 7,7.216438356,Block B,BCA,Trial,16,1,2520.9,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.039610077781340965
children,96,age 7,7.216438356,Block B,BCA,Trial,17,1,2520.5,make their friend cry?,improbable,15,Moral,Improbable,-0.03981930464237654
children,96,age 7,7.216438356,Block B,BCA,Trial,18,1,2481.1,wait in line to go into the store?,ordinary,16,Moral,Ordinary,-0.060428150454375974
children,96,age 7,7.216438356,Block B,BCA,Trial,19,0,3820,wear shoes made out of light?,impossible,17,Conventional,Impossible,0.6399064601467912
children,96,age 7,7.216438356,Block B,BCA,Trial,20,1,4045.2,clean a car?,ordinary,8,Physics,Ordinary,0.7577011829097926
children,96,age 7,7.216438356,Block B,BCA,Trial,21,0,2259.6,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.17628752475279894
children,96,age 7,7.216438356,Block B,BCA,Trial,22,1,4448.9,buy a large rock?,ordinary,14,Moral,Ordinary,0.9688633924098979
children,96,age 7,7.216438356,Block B,BCA,Trial,23,0,2305.6,find a monkey in a closet?,improbable,13,Other,Improbable,-0.15222643573371336
children,96,age 7,7.216438356,Block B,BCA,Trial,24,1,2177.3,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.21933595141085843
children,96,age 7,7.216438356,Block B,BCA,Trial,25,1,1711.1,know the names of everyone they ever met?,improbable,26,Other,Improbable,-0.46318985794776507
children,96,age 7,7.216438356,Block B,BCA,Trial,26,0,2004.8,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.3095650352324295
children,96,age 7,7.216438356,Block C,BCA,Trial,1,1,3012,walk through an open door?,ordinary,2,Physics,Ordinary,0.21726820085502702
children,96,age 7,7.216438356,Block C,BCA,Trial,2,0,3052.2,find a unicorn in a closet?,impossible,13,Other,Impossible,0.23829550038909736
children,96,age 7,7.216438356,Block C,BCA,Trial,3,1,2007.7,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.30804814048992185
children,96,age 7,7.216438356,Block C,BCA,Trial,4,1,3612.6,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.5314223326998705
children,96,age 7,7.216438356,Block C,BCA,Trial,5,0,2110.2,eat a planet?,impossible,19,Conventional,Impossible,-0.25443375734956825
children,96,age 7,7.216438356,Block C,BCA,Trial,6,1,2549.4,not eat for 10 days?,improbable,21,Biology,Improbable,-0.024702663932559682
children,96,age 7,7.216438356,Block C,BCA,Trial,7,0,2434.4,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.08485538648027363
children,96,age 7,7.216438356,Block C,BCA,Trial,8,1,1555.1,play with a toy?,ordinary,20,Conventional,Ordinary,-0.5447883337516205
children,96,age 7,7.216438356,Block C,BCA,Trial,9,0,2855.2,count all of the sand in the world?,impossible,6,Physics,Impossible,0.13525127132910042
children,96,age 7,7.216438356,Block C,BCA,Trial,10,1,2362.7,live for 60 years?,ordinary,22,Biology,Ordinary,-0.12235930132089196
children,96,age 7,7.216438356,Block C,BCA,Trial,11,0,2364.2,ride an ogre?,impossible,11,Other,Impossible,-0.12157470059200873
children,96,age 7,7.216438356,Block C,BCA,Trial,12,1,1922.7,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.3525088484599713
children,96,age 7,7.216438356,Block C,BCA,Trial,13,1,1899.9,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.36443477953899633
children,96,age 7,7.216438356,Block C,BCA,Trial,14,1,6407,know the name of someone they just met?,ordinary,26,Other,Ordinary,1.9930811838940607
children,96,age 7,7.216438356,Block C,BCA,Trial,15,0,2421.3,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.09170756617918709
children,96,age 7,7.216438356,Block C,BCA,Trial,16,0,3184.9,have a lion as a pet?,improbable,10,Other,Improbable,0.3077065115376335
children,96,age 7,7.216438356,Block C,BCA,Trial,17,1,6107.5,steal a large rock?,improbable,14,Moral,Improbable,1.83642257169371
children,96,age 7,7.216438356,Block C,BCA,Trial,18,0,4610,open a window with their feet?,improbable,3,Physics,Improbable,1.0531295106919565
children,96,age 7,7.216438356,Block C,BCA,Trial,19,1,2588.2,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.004407658412113723
children,96,age 7,7.216438356,Block C,BCA,Trial,20,1,6087.1,cut the line to go into the store?,improbable,16,Moral,Improbable,1.8257520017808984
children,96,age 7,7.216438356,Block C,BCA,Trial,21,0,2048.5,make their friend shrink?,impossible,15,Moral,Impossible,-0.28670700066429816
children,96,age 7,7.216438356,Block C,BCA,Trial,22,0,2270.2,clean a cloud?,impossible,8,Physics,Impossible,-0.17074301293535754
children,96,age 7,7.216438356,Block C,BCA,Trial,23,1,3260,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,0.34698885469705365
children,96,age 7,7.216438356,Block C,BCA,Trial,24,1,1757.8,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.43876262192186727
children,96,age 7,7.216438356,Block C,BCA,Trial,25,1,1554.5,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.5451021740431737
children,96,age 7,7.216438356,Block C,BCA,Trial,26,0,6404,be born with 2 wings?,impossible,24,Biology,Impossible,1.9915119824362943
children,97,age 5,5.446575342,Block A,BCA,Trial,1,1,10905.1,paint polka dots on a plane?,improbable,4,Physics,Improbable,3.0977505523223763
children,97,age 5,5.446575342,Block A,BCA,Trial,2,1,4828.2,open a window with their hand?,ordinary,3,Physics,Ordinary,0.48340570746569445
children,97,age 5,5.446575342,Block A,BCA,Trial,3,1,1161.6,make their friend smile?,ordinary,15,Moral,Ordinary,-1.0940033017580064
children,97,age 5,5.446575342,Block A,BCA,Trial,4,1,3116.8,ride a horse?,ordinary,11,Other,Ordinary,-0.2528561641280003
children,97,age 5,5.446575342,Block A,BCA,Trial,5,1,6990,count all of the hairs on a dog?,improbable,6,Physics,Improbable,1.4134342887507534
children,97,age 5,5.446575342,Block A,BCA,Trial,6,0,7049,know the names of everyone in the world?,impossible,26,Other,Impossible,1.4388166952156523
children,97,age 5,5.446575342,Block A,BCA,Trial,7,1,3094,live for 1000 years?,impossible,22,Biology,Impossible,-0.2626649584907071
children,97,age 5,5.446575342,Block A,BCA,Trial,8,0,2750.7,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.41035614729409353
children,97,age 5,5.446575342,Block A,BCA,Trial,9,0,4114.8,magically appear into the store?,impossible,16,Moral,Impossible,0.1764936943799508
children,97,age 5,5.446575342,Block A,BCA,Trial,10,0,3518.3,make a house out of gas?,impossible,7,Physics,Impossible,-0.08012673708296789
children,97,age 5,5.446575342,Block A,BCA,Trial,11,1,3168.5,clean a road?,improbable,8,Physics,Improbable,-0.23061429270028388
children,97,age 5,5.446575342,Block A,BCA,Trial,12,1,1743.6,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.8436209193415459
children,97,age 5,5.446575342,Block A,BCA,Trial,13,0,3755.6,not eat for 1 hour?,ordinary,21,Biology,Ordinary,0.021962162139413564
children,97,age 5,5.446575342,Block A,BCA,Trial,14,0,7872.8,stay awake for 5 days?,improbable,23,Biology,Improbable,1.7932239231102918
children,97,age 5,5.446575342,Block A,BCA,Trial,15,1,6574.2,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,1.234552854715076
children,97,age 5,5.446575342,Block A,BCA,Trial,16,0,4632.5,eat a large rock?,impossible,14,Moral,Impossible,0.39921355585246204
children,97,age 5,5.446575342,Block A,BCA,Trial,17,0,4096.6,move a marble with their mind?,impossible,1,Physics,Impossible,0.16866386730094815
children,97,age 5,5.446575342,Block A,BCA,Trial,18,0,2548.2,be born with 12 toes?,improbable,24,Biology,Improbable,-0.4974737288049754
children,97,age 5,5.446575342,Block A,BCA,Trial,19,0,2856.4,walk through a hot fire?,improbable,2,Physics,Improbable,-0.36488292079680845
children,97,age 5,5.446575342,Block A,BCA,Trial,20,0,7337.9,have the moon as a pet?,impossible,10,Other,Impossible,1.5631044448378435
children,97,age 5,5.446575342,Block A,BCA,Trial,21,0,2183.1,eat an insect?,improbable,19,Conventional,Improbable,-0.6545435016920024
children,97,age 5,5.446575342,Block A,BCA,Trial,22,0,1290.9,find a sweater in a closet?,ordinary,13,Other,Ordinary,-1.0383771126747618
children,97,age 5,5.446575342,Block A,BCA,Trial,23,0,3013.5,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-0.2972968859555268
children,97,age 5,5.446575342,Block A,BCA,Trial,24,1,2982.7,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.31054736255076226
children,97,age 5,5.446575342,Block A,BCA,Trial,25,1,3249,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.1959823652354642
children,97,age 5,5.446575342,Block A,BCA,Trial,26,0,5502.9,play with magic?,impossible,20,Conventional,Impossible,0.7736685827515808
