,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
11196,There is a mass authentication.,1.3636363636363635,12,290.0,-512.0
11197,There is a mass bowler.,-2.333333333333333,12,233.0,-748.0
11198,There is a mass civilian.,-0.2727272727272727,12,276.0,-320.0
11199,There is a mass classification.,1.0,12,348.0,-416.0
11200,There is a mass cohort.,0.6363636363636364,12,358.0,-412.0
11201,There is a mass conduct.,0.9166666666666666,12,396.0,-334.0
11202,There is a mass counsel.,-0.7,12,350.0,-286.0
11203,There is a mass fat.,-0.3,12,474.0,-258.0
11204,There is a mass follower.,1.125,12,290.0,-604.0
11205,There is a mass governance.,0.9285714285714286,12,498.0,-596.0
11206,There is a mass guilt.,1.0769230769230769,12,384.0,-576.0
11207,There is a mass headache.,-0.238095238095238,12,272.0,-580.0
11208,There is a mass humour.,0.6363636363636364,12,464.0,-348.0
11209,There is a mass juice.,-1.6,12,426.0,-438.0
11210,There is a mass jungle.,-0.8863636363636364,12,408.0,-876.0
11211,There is a mass lung.,-1.8888888888888888,12,496.0,-832.0
11212,There is a mass memoir.,-0.9166666666666666,12,384.0,-524.0
11213,There is a mass microphone.,-2.0,12,229.0,-924.0
11214,There is a mass photographer.,-0.3,12,162.0,-796.0
11215,There is a mass premiere.,0.7272727272727273,12,175.0,-608.0
11216,There is a mass progression.,1.4444444444444444,12,354.0,-632.0
11217,There is a mass quarry.,-0.4,12,50.75,-1144.0
11218,There is a mass radar.,-0.8,12,214.0,-956.0
11219,There is a mass shoot.,1.3,12,173.0,-940.0
11220,There is a mass socket.,-0.8461538461538461,12,264.0,-852.0
11221,There is a mass syntax.,-1.25,12,382.0,-392.0
11222,There is a mass template.,0.5454545454545454,12,244.0,-804.0
11223,There is a mass thriller.,-1.0,12,119.5,-500.0
11224,There is a mass trailer.,-1.5,12,244.0,-792.0
11225,There is a mass volunteer.,-0.8,12,350.0,-410.0
11226,There is a massive attacker.,0.875,12,358.0,-760.0
11227,There is a massive broadcasting.,1.5555555555555556,12,434.0,-300.0
11228,There is a massive cattle.,1.3333333333333333,12,210.0,-396.0
11229,There is a massive chicken.,2.583333333333333,12,568.0,-1048.0
11230,There is a massive composer.,0.6,12,318.0,-154.0
11231,There is a massive disclaimer.,1.6,12,306.0,-528.0
11232,There is a massive ecology.,-0.75,12,476.0,-624.0
11233,There is a massive hymn.,-1.5,12,464.0,-336.0
11234,There is a massive illness.,2.111111111111111,12,390.0,-636.0
11235,There is a massive instructor.,0.8235294117647058,12,344.0,-548.0
11236,There is a massive keyboard.,2.0,12,384.0,-904.0
11237,There is a massive learner.,-0.4285714285714285,12,394.0,-152.0
11238,There is a massive migrant.,0.6666666666666666,12,492.0,-402.0
11239,There is a massive pavement.,1.0769230769230769,12,418.0,-748.0
11240,There is a massive publishing.,1.25,12,384.0,-173.0
11241,There is a massive sleep.,-0.1111111111111111,12,436.0,-221.0
11242,There is a massive stint.,0.2727272727272727,12,350.0,-584.0
11243,There is a massive taxpayer.,0.7272727272727273,12,444.0,-418.0
11244,There is a massive today.,-2.2222222222222223,12,350.0,-374.0
11245,There is a massive verse.,-0.3846153846153846,12,420.0,-216.0
11246,There is a massive villager.,0.1818181818181818,12,404.0,-852.0
11247,There is a massive wire.,1.5,12,420.0,-936.0
11248,There is a mathematical Internet.,-1.5454545454545454,12,652.0,-932.0
11249,There is a mathematical actor.,-0.6666666666666666,12,322.0,-506.0
11250,There is a mathematical actress.,-3.0,12,318.0,-684.0
11251,There is a mathematical antenna.,-2.727272727272727,12,506.0,-1016.0
11252,There is a mathematical auction.,-1.0,12,120.0,-1064.0
11253,There is a mathematical baby.,-1.75,12,494.0,-940.0
11254,There is a mathematical band.,-1.1,12,430.0,-492.0
11255,There is a mathematical bishop.,-1.3333333333333333,12,440.0,-1012.0
11256,There is a mathematical boss.,-0.8181818181818182,12,402.0,-656.0
11257,There is a mathematical bulletin.,0.2222222222222222,12,334.0,-354.0
11258,There is a mathematical conflict.,1.7,12,384.0,-640.0
11259,There is a mathematical councillor.,0.4444444444444444,12,286.0,-668.0
11260,There is a mathematical currency.,-1.0909090909090908,12,452.0,-868.0
11261,There is a mathematical encounter.,0.5454545454545454,12,292.0,-470.0
11262,There is a mathematical etc.,-0.5833333333333334,12,176.0,-42.75
11263,There is a mathematical fountain.,-2.4,12,424.0,-1240.0
11264,There is a mathematical genre.,0.3636363636363636,12,294.0,-564.0
11265,There is a mathematical lamb.,-2.9,12,588.0,-1144.0
11266,There is a mathematical leak.,-1.9090909090909087,12,402.0,-648.0
11267,There is a mathematical moderator.,0.5,12,372.0,-568.0
11268,There is a mathematical music.,-0.9230769230769232,12,608.0,-892.0
11269,There is a mathematical nickname.,-0.375,12,326.0,-456.0
11270,There is a mathematical occurrence.,2.0,12,320.0,-536.0
11271,There is a mathematical offering.,-0.3571428571428571,12,312.0,-434.0
11272,There is a mathematical ownership.,-0.5555555555555556,12,620.0,-392.0
11273,There is a mathematical packet.,-1.4,12,243.0,-500.0
11274,There is a mathematical peak.,0.4166666666666667,12,416.0,-608.0
11275,There is a mathematical postcode.,-1.9,12,508.0,-552.0
11276,There is a mathematical prey.,-2.5,12,620.0,-498.0
11277,There is a mathematical rescue.,-1.3529411764705883,12,476.0,-616.0
11278,There is a mathematical respondent.,-0.4444444444444444,12,332.0,-474.0
11279,There is a mathematical saint.,-2.0,12,314.0,-824.0
11280,There is a mathematical scroll.,-0.5454545454545454,12,404.0,-764.0
11281,There is a mathematical setup.,1.0909090909090908,12,204.0,-502.0
11282,There is a mathematical singing.,-2.272727272727273,12,632.0,-560.0
11283,There is a mathematical sleep.,-2.2222222222222223,12,668.0,-516.0
11284,There is a mathematical slope.,0.4166666666666667,12,466.0,-494.0
11285,There is a mathematical stake.,0.0833333333333333,12,410.0,-456.0
11286,There is a mathematical suicide.,-1.5384615384615383,12,406.0,-620.0
11287,There is a mathematical terminus.,-1.1875,12,470.0,-580.0
11288,There is a mathematical tiger.,-1.5,12,432.0,-1048.0
11289,There is a mathematical transmitter.,0.4166666666666667,12,342.0,-860.0
11290,There is a mathematical tribute.,-1.0833333333333333,12,312.0,-434.0
11291,There is a mathematical tune.,-0.6,12,446.0,-580.0
11292,There is a mathematical update.,1.2307692307692308,12,306.0,-424.0
11293,There is a mathematical vacancy.,-1.4,12,392.0,-544.0
11294,There is a mature aid.,0.2352941176470588,12,390.0,-328.0
11295,There is a mature bet.,0.3076923076923077,12,328.0,-368.0
11296,There is a mature borrowing.,-0.8,12,342.0,-139.0
11297,There is a mature contamination.,0.125,12,414.0,-438.0
11298,There is a mature debt.,-0.3846153846153846,12,296.0,-494.0
11299,There is a mature difficulty.,-0.6428571428571429,12,324.0,-408.0
11300,There is a mature ditch.,-1.2307692307692308,12,143.0,-1040.0
11301,There is a mature genetics.,0.3636363636363636,12,374.0,-322.0
11302,There is a mature gland.,0.2727272727272727,12,112.5,-624.0
11303,There is a mature good.,-1.5384615384615383,12,544.0,-172.0
11304,There is a mature grandson.,2.75,12,74.0,-740.0
11305,There is a mature hunter.,2.2,12,148.0,-668.0
11306,There is a mature importance.,-0.7272727272727273,12,302.0,-200.0
11307,There is a mature ladder.,-2.5454545454545454,12,272.0,-724.0
11308,There is a mature locality.,-1.3,12,159.0,-540.0
11309,There is a mature memoir.,-0.3636363636363636,12,248.0,-476.0
11310,There is a mature metaphor.,-0.1111111111111111,12,298.0,-350.0
11311,There is a mature miracle.,-1.5,12,452.0,-510.0
11312,There is a mature monarchy.,-0.5,12,218.0,-756.0
11313,There is a mature paragraph.,-1.0,12,209.0,-340.0
11314,There is a mature pepper.,0.8888888888888888,12,119.5,-796.0
11315,There is a mature pyramid.,-1.625,12,123.5,-952.0
11316,There is a mature questionnaire.,1.125,12,159.0,-560.0
11317,There is a mature quota.,-1.8,12,412.0,-506.0
11318,There is a mature relay.,-0.5454545454545454,12,322.0,-470.0
11319,There is a mature request.,0.8333333333333334,12,187.0,-140.0
11320,There is a mature sailor.,2.7777777777777777,12,124.0,-664.0
11321,There is a mature sake.,-0.6923076923076923,12,298.0,-876.0
11322,There is a mature soccer.,-0.9,12,450.0,-342.0
11323,There is a mature spelling.,-1.4545454545454546,12,412.0,-326.0
11324,There is a mature theft.,-1.0,12,384.0,-320.0
11325,There is a mature turnover.,0.1818181818181818,12,298.0,-516.0
11326,There is a mature vampire.,0.5625,12,194.0,-960.0
11327,There is a maximum administrator.,-1.7,12,386.0,-366.0
11328,There is a maximum antibody.,-1.1111111111111112,12,464.0,-544.0
11329,There is a maximum archaeology.,-1.8333333333333333,12,454.0,-266.0
11330,There is a maximum archives.,-0.5454545454545454,12,165.0,-102.5
11331,There is a maximum aspiration.,1.5,12,442.0,-358.0
11332,There is a maximum brewery.,-1.8888888888888888,12,424.0,-548.0
11333,There is a maximum brochure.,-1.8,12,396.0,-348.0
11334,There is a maximum citizenship.,-0.8571428571428571,12,544.0,-644.0
11335,There is a maximum correspondent.,-0.6363636363636364,12,384.0,-474.0
11336,There is a maximum creature.,-1.5,12,390.0,-544.0
11337,There is a maximum elephant.,-3.0,12,424.0,-484.0
11338,There is a maximum fellowship.,-0.0666666666666666,12,374.0,-832.0
11339,There is a maximum fountain.,-1.818181818181818,12,384.0,-796.0
11340,There is a maximum galaxy.,-1.4444444444444444,12,632.0,-976.0
11341,There is a maximum infantry.,0.5,12,314.0,-580.0
11342,There is a maximum injection.,2.0,12,438.0,-788.0
11343,There is a maximum logo.,-1.4,12,368.0,-366.0
11344,There is a maximum march.,-1.7777777777777777,12,442.0,-676.0
11345,There is a maximum ore.,-0.6,12,392.0,-510.0
11346,There is a maximum piano.,-2.4545454545454546,12,494.0,-644.0
11347,There is a maximum potato.,-2.5,12,502.0,-576.0
11348,There is a maximum powder.,0.4,12,428.0,-528.0
11349,There is a maximum pride.,1.7142857142857142,12,460.0,-408.0
11350,There is a maximum short.,-1.181818181818182,12,388.0,-592.0
11351,There is a maximum strand.,-1.125,12,484.0,-596.0
11352,There is a maximum street.,-2.2,12,418.0,-378.0
11353,There is a maximum survivor.,-0.875,12,430.0,-616.0
11354,There is a maximum termination.,-0.1111111111111111,12,464.0,-648.0
11355,There is a maximum township.,-1.5,12,462.0,-390.0
11356,There is a maximum tune.,0.1,12,494.0,-684.0
11357,There is a maximum van.,-1.9375,12,364.0,-656.0
11358,There is a maximum villager.,-2.4285714285714284,12,336.0,-544.0
11359,There is a maximum vocalist.,-1.0,12,390.0,-588.0
11360,There is a maximum wreck.,0.0833333333333333,12,438.0,-484.0
11361,There is a mechanical atmosphere.,-2.1818181818181817,12,179.0,-832.0
11362,There is a mechanical concert.,-0.9,12,380.0,-748.0
11363,There is a mechanical continuity.,0.0,12,394.0,-672.0
11364,There is a mechanical funding.,0.5,12,442.0,-396.0
11365,There is a mechanical glimpse.,-1.7058823529411764,12,354.0,-452.0
11366,There is a mechanical government.,-0.6,12,444.0,-828.0
11367,There is a mechanical graph.,0.5,12,117.0,-628.0
11368,There is a mechanical hectare.,-2.75,12,378.0,-904.0
11369,There is a mechanical hell.,-1.3333333333333333,12,338.0,-760.0
11370,There is a mechanical hull.,-1.1,12,278.0,-844.0
11371,There is a mechanical inflammation.,-0.7333333333333333,12,264.0,-892.0
11372,There is a mechanical insulin.,-2.090909090909091,12,478.0,-948.0
11373,There is a mechanical loan.,-1.0833333333333333,12,252.0,-728.0
11374,There is a mechanical maximum.,-0.3,12,364.0,-880.0
11375,There is a mechanical mess.,1.3,12,218.0,-744.0
11376,There is a mechanical overall.,-1.5,12,374.0,-664.0
11377,There is a mechanical park.,0.0,12,-40.25,-1208.0
11378,There is a mechanical patio.,-1.8125,12,364.0,-876.0
11379,There is a mechanical pond.,-1.6666666666666667,12,292.0,-1200.0
11380,There is a mechanical red.,-1.8333333333333333,12,544.0,-506.0
11381,There is a mechanical refuge.,-1.25,12,284.0,-684.0
11382,There is a mechanical rep.,-0.4166666666666667,12,160.0,-612.0
11383,There is a mechanical retreat.,-0.6363636363636364,12,350.0,-454.0
11384,There is a mechanical spectator.,-0.3,12,350.0,-672.0
11385,There is a mechanical spell.,-0.7272727272727273,12,294.0,-748.0
11386,There is a mechanical transition.,1.6666666666666667,12,380.0,-568.0
11387,There is a median acclaim.,-1.2222222222222223,12,358.0,-209.0
11388,There is a median affiliate.,-1.6,12,380.0,-310.0
11389,There is a median agenda.,-0.7857142857142857,12,408.0,-584.0
11390,There is a median airfield.,-1.75,12,192.0,-936.0
11391,There is a median alphabet.,-1.9,12,540.0,-888.0
11392,There is a median ant.,-2.0,12,378.0,-692.0
11393,There is a median arcade.,-1.8888888888888888,12,304.0,-788.0
11394,There is a median asteroid.,-1.6,12,296.0,-772.0
11395,There is a median barn.,-0.7692307692307693,12,370.0,-784.0
11396,There is a median bearing.,-1.8,12,390.0,-808.0
11397,There is a median bombing.,-1.3636363636363635,12,428.0,-552.0
11398,There is a median bread.,-1.7857142857142858,12,444.0,-592.0
11399,There is a median bridge.,-0.0909090909090909,12,213.0,-956.0
11400,There is a median clone.,-1.4,12,376.0,-468.0
11401,There is a median combat.,-1.5625,12,474.0,-286.0
11402,There is a median conditioning.,-1.0,12,444.0,-304.0
11403,There is a median constitution.,-2.0,12,484.0,-502.0
11404,There is a median crater.,-0.4375,12,300.0,-892.0
11405,There is a median culture.,0.3333333333333333,12,440.0,-520.0
11406,There is a median ditch.,-0.7,12,157.0,-1104.0
11407,There is a median drought.,-2.333333333333333,12,516.0,-510.0
11408,There is a median ethic.,-1.7777777777777777,12,482.0,-616.0
11409,There is a median excitement.,-0.4444444444444444,12,290.0,-410.0
11410,There is a median frame.,-0.1538461538461538,12,370.0,-616.0
11411,There is a median god.,-1.3333333333333333,12,596.0,-756.0
11412,There is a median jacket.,-1.818181818181818,12,352.0,-720.0
11413,There is a median knife.,-1.6428571428571428,12,304.0,-880.0
11414,There is a median landfill.,-1.0,12,310.0,-732.0
11415,There is a median league.,-0.2222222222222222,12,494.0,-496.0
11416,There is a median letter.,0.0833333333333333,12,428.0,-524.0
11417,There is a median lid.,-1.818181818181818,12,384.0,-940.0
11418,There is a median meadow.,-2.333333333333333,12,227.0,-1008.0
11419,There is a median motorway.,-0.4545454545454545,12,370.0,-792.0
11420,There is a median mound.,-1.8333333333333333,12,223.0,-952.0
11421,There is a median permit.,-1.2,12,424.0,-492.0
11422,There is a median referendum.,-1.181818181818182,12,322.0,-506.0
11423,There is a median reflection.,0.5333333333333333,12,304.0,-840.0
11424,There is a median repeat.,-1.8571428571428568,12,498.0,-334.0
11425,There is a median rifle.,-2.0,12,354.0,-764.0
11426,There is a median sandstone.,-1.3333333333333333,12,344.0,-524.0
11427,There is a median shortage.,-0.1111111111111111,12,346.0,-672.0
11428,There is a median slab.,-1.4166666666666667,12,237.0,-940.0
11429,There is a median slave.,-1.75,12,464.0,-508.0
11430,There is a median son.,-1.0909090909090908,12,254.0,-588.0
11431,There is a median squad.,-2.555555555555556,12,448.0,-548.0
11432,There is a median subsidy.,1.0,12,390.0,-592.0
11433,There is a median tag.,-1.4375,12,304.0,-676.0
11434,There is a median teaching.,-0.5,12,470.0,-99.5
11435,There is a median title.,-0.7,12,388.0,-276.0
11436,There is a median trailer.,-1.5,12,344.0,-716.0
11437,There is a median vacuum.,-1.3333333333333333,12,502.0,-592.0
11438,There is a median work.,-0.6153846153846154,12,424.0,-158.0
11439,There is a median workshop.,-1.5555555555555556,12,340.0,-392.0
11440,There is a medical accordance.,-0.1111111111111111,12,372.0,-464.0
11441,There is a medical basement.,-0.3333333333333333,12,18.5,-1136.0
11442,There is a medical eating.,-0.4285714285714285,12,448.0,-536.0
11443,There is a medical epic.,-1.2727272727272727,12,306.0,-524.0
11444,There is a medical euro.,-2.083333333333333,12,512.0,-764.0
11445,There is a medical fleet.,0.2857142857142857,12,245.0,-900.0
11446,There is a medical fragment.,-0.6428571428571429,12,83.0,-644.0
11447,There is a medical lineup.,1.818181818181818,12,160.0,-672.0
11448,There is a medical locality.,-0.1,12,42.5,-740.0
11449,There is a medical login.,1.0,12,202.0,-692.0
11450,There is a medical minimum.,-0.9,12,464.0,-684.0
11451,There is a medical predator.,-1.2857142857142858,12,294.0,-928.0
11452,There is a medical radius.,-1.3076923076923077,12,432.0,-648.0
11453,There is a medical rope.,0.2666666666666666,12,253.0,-960.0
11454,There is a medical sex.,-0.3636363636363636,12,564.0,-378.0
11455,There is a medical skull.,1.0,12,153.0,-996.0
11456,There is a medical start.,0.3333333333333333,12,354.0,-422.0
11457,There is a medical stint.,0.1428571428571428,12,119.5,-660.0
11458,There is a medical teammate.,1.5454545454545454,12,114.0,-700.0
11459,There is a medical temperature.,-0.25,12,444.0,-580.0
11460,There is a medical tennis.,-1.7,12,480.0,-856.0
11461,There is a medical timing.,0.7777777777777778,12,568.0,-528.0
11462,There is a medical uncle.,-1.7272727272727273,12,1.0859375,-768.0
11463,There is a medical weed.,2.5,12,312.0,-1016.0
